minute,value
1.0,6
2.0,9
3.0,11
4.0,9
5.0,-13
6.0,10
7.0,13
8.0,46
9.0,86
10.0,44
11.0,34
12.0,16
13.0,14
14.0,31
15.0,35
16.0,25
17.0,41
18.0,34
19.0,25
20.0,28
21.0,24
22.0,20
23.0,19
24.0,53
25.0,37
26.0,27
27.0,40
28.0,26
29.0,15
30.0,12
31.0,9
32.0,7
33.0,38
34.0,-38
35.0,-4
36.0,5
37.0,-13
38.0,-6
39.0,-22
40.0,-15
41.0,30
42.0,6
43.0,-15
44.0,6
45.0,8
45.5,1
46.0,3
47.0,-3
48.0,22
49.0,16
50.0,50
51.0,32
52.0,23
53.0,-42
54.0,-15
55.0,-9
56.0,13
57.0,23
58.0,20
59.0,15
60.0,11
61.0,31
62.0,22
63.0,-36
64.0,-12
65.0,-32
66.0,-20
67.0,-18
68.0,-7
69.0,-95
70.0,-58
71.0,-42
72.0,-23
73.0,-12
74.0,10
75.0,-14
76.0,-2
77.0,3
78.0,1
79.0,6
80.0,2
81.0,6
82.0,24
83.0,32
84.0,26
85.0,62
86.0,44
87.0,33
88.0,79
89.0,100
90.0,86
90.5,48
