minute,value
1.0,-7
2.0,-24
3.0,-19
4.0,13
5.0,-3
6.0,-7
7.0,-32
8.0,-18
9.0,24
10.0,-11
11.0,-9
12.0,-4
13.0,-10
14.0,-3
15.0,-3
16.0,-33
17.0,-21
18.0,-49
19.0,-24
20.0,-14
21.0,-17
22.0,-10
23.0,-4
24.0,-86
25.0,-51
26.0,-30
27.0,-18
28.0,-11
29.0,-11
30.0,-10
31.0,-30
32.0,-21
33.0,-64
34.0,-28
35.0,-49
36.0,-27
37.0,-24
38.0,-15
39.0,-26
40.0,-36
41.0,-16
42.0,18
43.0,7
44.0,-30
45.0,-12
45.5,5
46.0,9
47.0,12
48.0,29
49.0,-25
50.0,17
51.0,8
52.0,21
53.0,14
54.0,14
55.0,30
56.0,28
57.0,40
58.0,69
59.0,45
60.0,24
61.0,16
62.0,31
63.0,14
64.0,7
65.0,3
66.0,7
67.0,60
68.0,35
69.0,30
70.0,33
71.0,17
72.0,37
73.0,42
74.0,24
75.0,12
76.0,5
77.0,52
78.0,36
79.0,19
80.0,24
81.0,12
82.0,16
83.0,-15
84.0,-7
85.0,-9
86.0,10
87.0,-4
88.0,8
89.0,-36
90.0,-13
90.5,63
