minute,value
1.0,-6
2.0,7
3.0,9
4.0,12
5.0,13
6.0,-10
7.0,5
8.0,6
9.0,7
10.0,7
11.0,9
12.0,-39
13.0,-21
14.0,-13
15.0,-8
16.0,7
17.0,34
18.0,21
19.0,-21
20.0,-6
21.0,-59
22.0,-6
23.0,21
24.0,10
25.0,8
26.0,13
27.0,9
28.0,-69
29.0,-1
30.0,11
31.0,9
32.0,3
33.0,-19
34.0,-17
35.0,-100
36.0,-92
37.0,-59
38.0,-42
39.0,-20
40.0,15
41.0,7
42.0,9
43.0,1
44.0,-2
45.0,-8
45.5,12
46.0,-2
47.0,-2
48.0,25
49.0,-22
50.0,7
51.0,14
52.0,44
53.0,19
54.0,20
55.0,26
56.0,12
57.0,-15
58.0,-19
59.0,20
60.0,2
61.0,48
62.0,28
63.0,16
64.0,3
65.0,-6
66.0,-11
67.0,-12
68.0,-4
69.0,-7
70.0,-9
71.0,23
72.0,11
73.0,4
74.0,-16
75.0,-11
76.0,-37
77.0,-18
78.0,-6
79.0,17
80.0,29
81.0,-26
82.0,-8
83.0,5
84.0,-28
85.0,-22
86.0,-86
87.0,-58
88.0,-34
89.0,22
90.0,5
90.5,-30
