name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,averageX,averageY,pointsCount,team,sofascoreId
Andre Brooks,,,andre-brooks,A. Brooks,M,11,187,M,1396445,"{'nameTranslation': {'ar': 'أندريه بروكس', 'hi': 'आंद्रे ब्रुक्स', 'bn': 'আন্দ্রে ব্রুকস'}, 'shortNameTranslation': {'ar': 'أ. بروكس', 'hi': 'ए. ब्रुक्स', 'bn': 'এ. ব্রুকস'}}",45.3,66.241176470588,17,home,
William Osula,,,osula-william,W. Osula,F,18,2921,M,1122603,"{'nameTranslation': {'ar': 'أوسولا، ويليام', 'hi': 'ओसुला, विलियम', 'bn': 'ওসুলা, উইলিয়াম'}, 'shortNameTranslation': {'ar': 'و. أوسولا', 'hi': 'डब्लू. ओसुला', 'bn': 'ডব্লিউ. ওসুলা'}}",50.0875,48.075,8,home,
Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,225,M,100637,"{'nameTranslation': {'ar': 'أوليفر نوروود', 'hi': 'ओलिवर नोरवुड', 'bn': 'অলিভার নরউড'}, 'shortNameTranslation': {'ar': 'أ. نوروود', 'hi': 'ओ. नोरवुड', 'bn': 'ও. নরউড'}}",40.244444444444,46.272222222222,18,home,
Auston Trusty,,,auston-trusty,A. Trusty,D,6,820,M,822459,"{'nameTranslation': {'ar': 'أوستون تراستي', 'hi': 'ऑस्टन ट्रस्टी', 'bn': 'অস্টন ট্রাস্টি'}, 'shortNameTranslation': {'ar': 'أ. تراستي', 'hi': 'ए. ट्रस्टी', 'bn': 'এ. ট্রাস্টি'}}",34.95,75.846666666667,30,home,
Rhian Brewster,,,rhian-brewster,R. Brewster,F,10,873,M,878705,"{'nameTranslation': {'ar': 'ريان بروستر', 'hi': 'रियान ब्रूस्टर', 'bn': 'রায়ান ব্রুস্টার'}, 'shortNameTranslation': {'ar': 'ر. بروستر', 'hi': 'आर. ब्रूस्टर', 'bn': 'আর. ব্রুস্টার'}}",59.766666666667,57.211111111111,9,home,
Yasser Larouci,Yasser,Larouci,larouci-yasser,Y. Larouci,D,76,3783,M,927360,"{'nameTranslation': {'ar': 'لعروسي، ياسر', 'hi': 'लारौसी, यासर', 'bn': 'লারুচি, ইয়াসির'}, 'shortNameTranslation': {'ar': 'ي. لعروسي', 'hi': 'वाई. लारौसी', 'bn': 'ওয়াই. লারুচি'}}",45.558620689655,83.110344827586,29,home,larouci.yasseroff
Ben Osborn,Ben,Osborn,ben-osborn,B. Osborn,M,23,76,M,282665,"{'nameTranslation': {'ar': 'بن أوزبورن', 'hi': 'बेन ओसबोर्न', 'bn': 'বেন অসবর্ন'}, 'shortNameTranslation': {'ar': 'ب. أوزبورن', 'hi': 'बी. ओसबोर्न', 'bn': 'বি. ওসবোর্ন'}}",48.408823529412,65.194117647059,34,home,
Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,1022,M,837495,"{'nameTranslation': {'ar': 'غوستافو هامير', 'hi': 'गुस्तावो हैमर', 'bn': 'গুস্তাভো হ্যামার'}, 'shortNameTranslation': {'ar': 'غ. هامير', 'hi': 'जी. हैमर', 'bn': 'জি. হ্যামার'}}",56.040540540541,38.340540540541,37,home,
James McAtee,,,james-mcatee,J. McAtee,M,24,10990,M,1003334,"{'nameTranslation': {'ar': 'جيمس مكاتي', 'hi': 'जेम्स मैकएटी', 'bn': 'জেমস ম্যাকাটি'}, 'shortNameTranslation': {'ar': 'ج. مكاتي', 'hi': 'जे. मैकएटी', 'bn': 'জে. ম্যাকাটি'}}",62.754761904762,42.138095238095,42,home,jamesmcatee_
Mason Holgate,,,mason-holgate,M. Holgate,D,27,409,M,781544,"{'nameTranslation': {'ar': 'مايسون هولجيت', 'hi': 'मेसन होल्गेट', 'bn': 'মেসন হোলগেট'}, 'shortNameTranslation': {'ar': 'م. هولجيت', 'hi': 'एम. होल्गेट', 'bn': 'এম. হলগেট'}}",43.15,9.55,2,home,
Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,1558,M,825899,"{'nameTranslation': {'ar': 'أنيل أحمدهودزيتش', 'hi': 'एनेल अहमदहोदज़िक', 'bn': 'আনেল আহমেদহোডজিক'}, 'shortNameTranslation': {'ar': 'أ. أحمدهودزيتش', 'hi': 'ए. अहमदहोदज़िक', 'bn': 'এ. আহমেদহোদজিচ'}}",25.911111111111,39.022222222222,36,home,
Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,M,98454,"{'nameTranslation': {'ar': 'جاك روبنسون', 'hi': 'जैक रॉबिन्सन', 'bn': 'জ্যাক রবিনসন'}, 'shortNameTranslation': {'ar': 'ج. روبنسون', 'hi': 'जे. रॉबिन्सन', 'bn': 'জে. রবিনসন'}}",30.306818181818,60.597727272727,44,home,
Tom Davies,,,tom-davies,T. Davies,M,22,345,M,795058,"{'nameTranslation': {'ar': 'توم ديفيس', 'hi': 'टॉम डेविस', 'bn': 'টম ডেভিস'}, 'shortNameTranslation': {'ar': 'ت. ديفيس', 'hi': 'टी. डेविस', 'bn': 'টি. ডেভিস'}}",35.9,35.333333333333,3,home,
Vinícius Souza,,,vinicius-souza,Vinicius,M,5,1676,M,979290,"{'nameTranslation': {'ar': 'فينيسيوس سوزا', 'hi': 'विनिसियस सूज़ा', 'bn': 'ভিনিসিয়াস সুজা'}, 'shortNameTranslation': {'ar': 'ف. سوزا', 'hi': 'वी. सूज़ा', 'bn': 'ভি. সুজা'}}",38.657407407407,47.718518518519,54,home,
Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,337,M,187861,"{'nameTranslation': {'ar': 'ويزلي فوديرينغهام', 'hi': 'वेस्ले फोडरिंगम', 'bn': 'ওয়েসলি ফোডেরিংহাম'}, 'shortNameTranslation': {'ar': 'و. فوديرينغهام', 'hi': 'डब्लू. फोडरिंगम', 'bn': 'ডব্লিউ. ফোডেরিংহাম'}}",9.7527272727273,53.236363636364,55,home,
Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,740,M,929132,"{'nameTranslation': {'ar': 'بوجل، جايدن', 'hi': 'बोगल, जेडन', 'bn': 'বোগল, জেডেন'}, 'shortNameTranslation': {'ar': 'ج. ب.', 'hi': 'जे. बोगल', 'bn': 'জে. বোগল'}}",30.653448275862,21.187931034483,58,home,
Evan Ferguson,,,evan-ferguson,E. Ferguson,F,11,8187,M,999231,"{'nameTranslation': {'ar': 'إيفان فيرغسون', 'hi': 'इवान फर्ग्यूसन', 'bn': 'ইভান ফার্গুসন'}, 'shortNameTranslation': {'ar': 'إ. فيرغسون', 'hi': 'ई. फर्ग्यूसन', 'bn': 'ই. ফার্গুসন'}}",70.55,50.0,8,away,EvanFerguson9
Pervis Estupiñán,,,pervis-estupinan,P. Estupiñán,D,2,14340,M,805465,"{'nameTranslation': {'ar': 'بيرفيس إستوبينيان', 'hi': 'परविस एस्टुपिनान', 'bn': 'পারভিস এস্তুপিনান'}, 'shortNameTranslation': {'ar': 'ب. إستوبينيان', 'hi': 'पी. एस्टुपिनान', 'bn': 'পি. এস্তুপিনান'}}",72.895238095238,84.261904761905,21,away,pervisestupinan
Facundo Buonanotte,Facundo Buonanotte,,facundo-buonanotte,F. Buonanotte,M,40,18331,M,1117025,"{'nameTranslation': {'ar': 'فاكوندو بونانوتي', 'hi': 'फ़ाकंडो बुओनानोट्टे', 'bn': 'ফ্যাকুন্ডো বুওনানোত্তে'}, 'shortNameTranslation': {'ar': 'ف. بونانوتي', 'hi': 'एफ. बुओनानोट्टे', 'bn': 'এফ. বুওনানোট'}}",61.171794871795,37.328205128205,39,away,facubuonanotte_
Bart Verbruggen,,,bart-verbruggen,B. Verbruggen,G,1,4205,M,994363,"{'nameTranslation': {'ar': 'بارت فيربروغين', 'hi': 'बार्ट वर्ब्रुगेन', 'bn': 'বার্ট ভারব্রুগেন'}, 'shortNameTranslation': {'ar': 'ب. فيربروغين', 'hi': 'बी. वर्ब्रुगेन', 'bn': 'বি. ভারব্রুগেন'}}",8.5821428571429,50.353571428571,28,away,
