minute,value
1.0,4
2.0,6
3.0,19
4.0,9
5.0,5
6.0,39
7.0,23
8.0,20
9.0,1
10.0,-8
11.0,-2
12.0,-5
13.0,40
14.0,27
15.0,27
16.0,50
17.0,34
18.0,16
19.0,38
20.0,19
21.0,18
22.0,13
23.0,40
24.0,36
25.0,23
26.0,17
27.0,12
28.0,2
29.0,4
30.0,15
31.0,16
32.0,47
33.0,31
34.0,59
35.0,51
36.0,38
37.0,30
38.0,15
39.0,7
40.0,53
41.0,81
42.0,53
43.0,30
44.0,-21
45.0,-7
45.5,58
46.0,-4
47.0,-6
48.0,31
49.0,4
50.0,-10
51.0,-14
52.0,9
53.0,61
54.0,32
55.0,16
56.0,5
57.0,51
58.0,13
59.0,3
60.0,-6
61.0,-30
62.0,-15
63.0,31
64.0,16
65.0,-19
66.0,6
67.0,7
68.0,4
69.0,5
70.0,53
71.0,36
72.0,27
73.0,100
74.0,34
75.0,20
76.0,100
77.0,76
78.0,51
79.0,39
80.0,25
81.0,3
82.0,-4
83.0,-42
84.0,-33
85.0,33
86.0,6
87.0,1
88.0,-14
89.0,-12
90.0,-16
90.5,-5
