minute,value
1.0,6
2.0,10
3.0,12
4.0,13
5.0,14
6.0,42
7.0,31
8.0,24
9.0,55
10.0,48
11.0,9
12.0,-10
13.0,-3
14.0,-6
15.0,-13
16.0,22
17.0,45
18.0,74
19.0,49
20.0,59
21.0,100
22.0,93
23.0,52
24.0,24
25.0,6
26.0,7
27.0,7
28.0,33
29.0,26
30.0,42
31.0,19
32.0,5
33.0,-5
34.0,-27
35.0,24
36.0,8
37.0,50
38.0,33
39.0,62
40.0,39
41.0,27
42.0,17
43.0,39
44.0,20
45.0,10
45.5,24
46.0,-1
47.0,16
48.0,17
49.0,100
50.0,61
51.0,56
52.0,32
53.0,22
54.0,19
55.0,56
56.0,69
57.0,48
58.0,100
59.0,60
60.0,32
61.0,36
62.0,15
63.0,10
64.0,-25
65.0,14
66.0,10
67.0,9
68.0,14
69.0,19
70.0,12
71.0,28
72.0,17
73.0,29
74.0,18
75.0,20
76.0,11
77.0,27
78.0,24
79.0,15
80.0,13
81.0,46
82.0,27
83.0,-45
84.0,20
85.0,2
86.0,-2
87.0,-2
88.0,-7
89.0,-82
90.0,-43
90.5,-30
