minute,value
1.0,5
2.0,-21
3.0,20
4.0,20
5.0,33
6.0,36
7.0,50
8.0,32
9.0,36
10.0,29
11.0,12
12.0,-60
13.0,-35
14.0,-16
15.0,19
16.0,9
17.0,16
18.0,4
19.0,-24
20.0,-35
21.0,-36
22.0,-10
23.0,8
24.0,48
25.0,4
26.0,1
27.0,39
28.0,20
29.0,7
30.0,22
31.0,15
32.0,38
33.0,45
34.0,65
35.0,45
36.0,63
37.0,42
38.0,47
39.0,28
40.0,18
41.0,11
42.0,8
43.0,6
44.0,34
45.0,23
45.5,-6
46.0,10
47.0,16
48.0,21
49.0,-27
50.0,-16
51.0,-17
52.0,15
53.0,1
54.0,2
55.0,35
56.0,20
57.0,10
58.0,-52
59.0,-37
60.0,-66
61.0,-39
62.0,-22
63.0,-9
64.0,7
65.0,6
66.0,2
67.0,2
68.0,2
69.0,-9
70.0,-4
71.0,44
72.0,26
73.0,20
74.0,7
75.0,1
76.0,19
77.0,17
78.0,17
79.0,17
80.0,10
81.0,2
82.0,-3
83.0,-25
84.0,-84
85.0,-55
86.0,-25
87.0,-57
88.0,-25
89.0,-3
90.0,2
90.5,-14
