name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ
Michael Olise,,,michael-olise,M. Olise,M,17,65968,M,MOlise,978838,"{'nameTranslation': {'ar': 'مايكل أوليس', 'hi': 'माइकल ओलिस', 'bn': 'মাইকেল ওলিস'}, 'shortNameTranslation': {'ar': 'م. أوليس', 'hi': 'एम. ओलिस', 'bn': 'এম. ওলিস'}}",True,miss,assisted,left-foot,90,5694,294,,11.2,57.1,0,81.0,2.8
Beto,,,beto,Beto,F,9,3261,M,,987489,"{'nameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}, 'shortNameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}}",False,miss,assisted,right-foot,90,5661,261,,7.1,67.4,0,60.8,2.8
Idrissa Gueye,,,idrissa-gueye,I. Gueye,M,27,17031,M,iganagueye,106337,"{'nameTranslation': {'ar': 'إدريسا غاي', 'hi': 'इद्रिसा गुये', 'bn': 'ইদ্রিসা গুইয়ে'}, 'shortNameTranslation': {'ar': 'إ. غاي', 'hi': 'आई. गुये', 'bn': 'আই. গুইয়ে'}}",False,goal,assisted,left-foot,86,5121,2421,regular,9.9,52.0,0,46.0,5.1
Odsonne Édouard,,,odsonne-edouard,O. Édouard,F,19,5777,M,,795228,"{'nameTranslation': {'ar': 'أودسون إدوارد', 'hi': 'ओडसन एडुआर्ड', 'bn': 'ওডসন এডওয়ার্ড'}, 'shortNameTranslation': {'ar': 'أ. إدوارد', 'hi': 'ओ. एडुआर्ड', 'bn': 'ও. এডওয়ার্ড'}}",True,goal,assisted,right-foot,74,4382,1682,regular,4.6,46.8,0,52.8,17.1
Michael Olise,,,michael-olise,M. Olise,M,17,65968,M,MOlise,978838,"{'nameTranslation': {'ar': 'مايكل أوليس', 'hi': 'माइकल ओलिस', 'bn': 'মাইকেল ওলিস'}, 'shortNameTranslation': {'ar': 'م. أوليس', 'hi': 'एम. ओलिस', 'bn': 'এম. ওলিস'}}",True,block,assisted,left-foot,69,4111,1411,,19.5,66.7,0,51.4,19.0
Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,5382,M,jeffersonlerma,355796,"{'nameTranslation': {'ar': 'جيفرسون ليرما', 'hi': 'जेफरसन लेर्मा', 'bn': 'জেফারসন লারমা'}, 'shortNameTranslation': {'ar': 'ج. ليرما', 'hi': 'जे. लेर्मा', 'bn': 'জে. লারমা'}}",True,miss,assisted,right-foot,66,3957,1257,,17.8,47.0,0,57.6,5.6
Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,5382,M,jeffersonlerma,355796,"{'nameTranslation': {'ar': 'جيفرسون ليرما', 'hi': 'जेफरसन लेर्मा', 'bn': 'জেফারসন লারমা'}, 'shortNameTranslation': {'ar': 'ج. ليرما', 'hi': 'जे. लेर्मा', 'bn': 'জে. লারমা'}}",True,block,regular,left-foot,62,3675,975,,15.7,44.8,0,53.9,19.0
Odsonne Édouard,,,odsonne-edouard,O. Édouard,F,19,5777,M,,795228,"{'nameTranslation': {'ar': 'أودسون إدوارد', 'hi': 'ओडसन एडुआर्ड', 'bn': 'ওডসন এডওয়ার্ড'}, 'shortNameTranslation': {'ar': 'أ. إدوارد', 'hi': 'ओ. एडुआर्ड', 'bn': 'ও. এডওয়ার্ড'}}",True,block,assisted,left-foot,62,3671,971,,10.3,33.2,0,53.5,19.0
Joel Ward,,,joel-ward,J. Ward,D,,256,M,,39183,"{'nameTranslation': {'ar': 'جويل وارد', 'hi': 'जोएल वार्ड', 'bn': 'জোয়েল ওয়ার্ড'}, 'shortNameTranslation': {'ar': 'ج. وارد', 'hi': 'जे. वार्ड', 'bn': 'জে. ওয়ার্ড'}}",True,miss,regular,left-foot,54,3204,504,,14.5,55.5,0,64.9,2.8
Eberechi Eze,,,eberechi-eze,E. Eze,F,10,55112,M,eze,864921,"{'nameTranslation': {'ar': 'إيبيريشي إيز', 'hi': 'एबेरची ईज़े', 'bn': 'ইবেরেচি এজ'}, 'shortNameTranslation': {'ar': 'إ. إيز', 'hi': 'ई. ईज़े', 'bn': 'ই. এজ'}}",True,save,assisted,right-foot,54,3195,495,,9.8,69.7,0,51.2,7.6
