minute,value
1.0,-5
2.0,-54
3.0,-38
4.0,-32
5.0,30
6.0,8
7.0,2
8.0,22
9.0,8
10.0,-28
11.0,-32
12.0,35
13.0,16
14.0,17
15.0,50
16.0,33
17.0,-25
18.0,11
19.0,-15
20.0,-9
21.0,-5
22.0,2
23.0,2
24.0,-24
25.0,-8
26.0,6
27.0,3
28.0,-6
29.0,-10
30.0,-32
31.0,-10
32.0,20
33.0,15
34.0,15
35.0,19
36.0,-23
37.0,-34
38.0,-23
39.0,-17
40.0,-13
41.0,-8
42.0,-6
43.0,-6
44.0,-31
45.0,-35
45.5,54
46.0,-2
47.0,16
48.0,6
49.0,4
50.0,-80
51.0,-41
52.0,-38
53.0,-10
54.0,52
55.0,94
56.0,54
57.0,19
58.0,-12
59.0,9
60.0,16
61.0,47
62.0,46
63.0,38
64.0,52
65.0,39
66.0,48
67.0,35
68.0,50
69.0,34
70.0,22
71.0,25
72.0,26
73.0,15
74.0,43
75.0,28
76.0,18
77.0,38
78.0,25
79.0,46
80.0,36
81.0,43
82.0,26
83.0,17
84.0,10
85.0,-14
86.0,-28
87.0,-33
88.0,-4
89.0,-12
90.0,7
90.5,38
