Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,Tckl,Int,PsInA3rd,Passes in the Final Third,HighTOEndGoal,HighTOEndShot,HighTurnoversOP,HighTurnovers,PPDA,Sequences,Seq9+Pass,AvgSeqPass,DirectSpeed,Pass%,PsCmp,PsAtt,BgChncCrtd,BgChnc,TchsA3%,TchsA3,TouchOpBox,FldTilt,Poss%,xGOT,xG Diff,xG,Goal,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
85,e1vf7kzswllumuykwezkrbo70,363,Norway,Norway,NOR,Norway,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,8,132,56,2,4,6,8,14.14,119,11,3.2,1.17,79.9%,282,353,4,5,23.7%,121,24,37.5%,41.8%,1.95,0.48,2.20,3,363,2,NOR vs SEN,true,false,true,false,false,2026-06-23,elv88zog1n9ratzzksyfumtw,2wk1549tkz80oet8226euj7jp,1226,1226,Norway,Senegal,SEN,3,2,Played,W 3-2,2608282,NOR vs SEN (2026-06-23)
85,8856r86rattc8kxn6a0l9tb2t,1869,Panama,Panama,PAN,Panama,#0033FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,5,69,55,0,2,5,8,11.94,140,11,2.8,1.40,78.7%,277,352,1,1,25.6%,141,19,49.8%,42.3%,0.04,-1.09,0.55,0,1869,2,PAN vs CRO,true,false,false,false,true,2026-06-23,2ypodyawtamo2zzadwm42g9hw,4njsfszcgd9m765d6suktsz2a,535,535,Panama,Croatia,CRO,0,1,Played,L 0-1,2608288,PAN vs CRO (2026-06-23)
85,elayenut7wtobtmg7hyujzdoe,1359,Uzbekistan,Uzbekistan,UZB,Uzbekistan,#D3D3D3,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,18,14,134,44,0,1,3,4,17.74,123,9,2.8,1.09,80.1%,262,327,0,0,16.4%,86,6,29.5%,34.5%,0.09,-2.36,0.24,0,1359,2,POR vs UZB,false,true,false,false,true,2026-06-23,bwetcq2x65uyp68uztwcuw9hw,8gxg8f7p9299jbrz30u8bsc7g,359,359,Uzbekistan,Portugal,POR,0,5,Played,L 0-5,2608285,POR vs UZB (2026-06-23)
85,2wk1549tkz80oet8226euj7jp,1226,Senegal,Senegal,SEN,Senegal,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,10,70,103,0,3,7,13,15.59,127,16,4.2,1.27,87.9%,430,489,3,3,30.8%,210,26,62.5%,58.2%,1.35,-0.48,1.72,2,1226,2,NOR vs SEN,false,true,false,false,true,2026-06-23,elv88zog1n9ratzzksyfumtw,e1vf7kzswllumuykwezkrbo70,363,363,Senegal,Norway,NOR,2,3,Played,L 2-3,2608282,NOR vs SEN (2026-06-23)
85,cbx8lz7loz866tsoawwrpxyl9,1215,Algeria,Algeria,ALG,Algeria,#00CC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,25,11,35,94,0,2,11,15,6.17,156,24,4.4,1.23,87.5%,561,641,2,3,28.2%,248,30,74.0%,70.7%,2.10,1.25,1.89,2,1215,2,JOR vs ALG,false,true,true,false,false,2026-06-23,7mw80b82sfqh1le7swr7l8zdg,btn8ibf55ovz7y252vdiprbip,1843,1843,Algeria,Jordan,JOR,2,1,Played,W 2-1,2608284,JOR vs ALG (2026-06-23)
85,btn8ibf55ovz7y252vdiprbip,1843,Jordan,Jordan,JOR,Jordan,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,30,3,126,31,1,3,5,9,21.75,131,4,2.2,2.32,72.1%,181,251,1,1,17.5%,84,13,26.0%,29.3%,0.62,-1.25,0.63,1,1843,2,JOR vs ALG,true,false,false,false,true,2026-06-23,7mw80b82sfqh1le7swr7l8zdg,cbx8lz7loz866tsoawwrpxyl9,1215,1215,Jordan,Algeria,ALG,1,2,Played,L 1-2,2608284,JOR vs ALG (2026-06-23)
95,eg7vduna0h3vis1wd47s41za7,597,Canada,Canada,CAN,Canada,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,9,13,41,52,0,3,7,10,12.83,146,6,2.6,1.93,79.9%,271,339,3,3,27.3%,149,23,58.2%,45.1%,2.76,0.55,1.66,1,597,3,SUI vs CAN,false,true,false,false,true,2026-06-24,5irko4jg9o9ixmfz8cu3oxjpw,339wxbt07ltnva7hop6m5o477,497,497,Canada,Switzerland,SUI,1,2,Played,L 1-2,2608291,SUI vs CAN (2026-06-24)
95,ea68amhsn28ijs7bzjuzeqrz6,1873,Qatar,Qatar,QAT,Qatar,#990000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,4,66,59,0,0,4,9,20.55,116,10,4.1,0.74,85.5%,371,434,3,3,19.2%,114,16,51.9%,46.0%,1.14,0.10,0.77,1,1873,3,BIH vs QAT,false,true,false,false,true,2026-06-24,6eub9tlno07el5y4ajvumqqdw,o5iztj2zl6b0v6ed9q5m7p1k,537,537,Qatar,Bosnia-Herzegovina,BIH,1,3,Played,L 1-3,2608292,BIH vs QAT (2026-06-24)
95,7km4szeh6fs5bbdgypshh0snd,832,Colombia,Colombia,COL,Colombia,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,10,36,95,0,2,5,10,9.44,132,23,4.2,1.11,87.4%,473,541,1,2,23.7%,168,24,69.9%,62.7%,1.39,0.61,0.98,1,832,2,COL vs COD,true,false,true,false,false,2026-06-24,csme1qixbyobvbac3o0td9uz8,dd4ko7d3muqheb54u1s9k39p3,1222,1222,Colombia,Congo DR,COD,1,0,Played,W 1-0,2608286,COL vs COD (2026-06-24)
95,339wxbt07ltnva7hop6m5o477,497,Switzerland,Switzerland,SUI,Switzerland,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,4,66,33,0,1,5,7,8.17,119,17,3.9,1.15,83.3%,369,443,2,3,12.6%,79,14,41.8%,54.9%,1.17,-0.55,1.11,2,497,3,SUI vs CAN,true,false,true,false,false,2026-06-24,5irko4jg9o9ixmfz8cu3oxjpw,eg7vduna0h3vis1wd47s41za7,597,597,Switzerland,Canada,CAN,2,1,Played,W 2-1,2608291,SUI vs CAN (2026-06-24)
95,ajab3nmpoltsoeqcuoyi4pwzx,614,Brazil,Brazil,BRA,Brazil,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,13,61,67,2,3,5,7,24.31,100,30,6.3,1.06,93.2%,564,605,6,6,20.7%,161,35,59.0%,53.7%,4.80,3.29,4.33,3,614,3,SCO vs BRA,false,true,true,false,false,2026-06-24,spvh4xw4rpclalcf1jhsrv2s,bcllqlzvj9j7opjene2zvran7,115,115,Brazil,Scotland,SCO,3,0,Played,W 3-0,2608293,SCO vs BRA (2026-06-24)
95,151psmk1h1c846f2lqmflkx75,1327,Haiti,Haiti,HAI,Haiti,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,25,16,127,17,0,1,4,4,9.38,113,5,2.4,1.13,80.2%,198,247,1,1,13.5%,62,9,19.6%,31.2%,0.49,-2.54,1.22,2,1327,3,MAR vs HAI,false,true,false,false,true,2026-06-24,1r744e2q8r9lfwjz888dzxmac,avggs3u2b5cu8i1dnzknhth52,1057,1057,Haiti,Morocco,MAR,2,4,Played,L 2-4,2608294,MAR vs HAI (2026-06-24)
95,bcllqlzvj9j7opjene2zvran7,115,Scotland,Scotland,SCO,Scotland,#0000CC,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,2,96,37,0,2,2,3,26.38,116,23,4.7,1.34,90.0%,450,500,1,1,18.7%,125,27,41.0%,46.3%,1.23,-3.29,1.04,0,115,3,SCO vs BRA,true,false,false,false,true,2026-06-24,spvh4xw4rpclalcf1jhsrv2s,ajab3nmpoltsoeqcuoyi4pwzx,614,614,Scotland,Brazil,BRA,0,3,Played,L 0-3,2608293,SCO vs BRA (2026-06-24)
95,o5iztj2zl6b0v6ed9q5m7p1k,537,Bosnia-Herzegovina,Bosnia-Herzegovina,BIH,Bosnia,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,4,69,53,0,3,8,11,18.16,121,22,4.5,1.01,87.8%,452,515,1,1,20.6%,139,20,48.1%,54.0%,0.96,-0.10,0.68,3,537,3,BIH vs QAT,true,false,true,false,false,2026-06-24,6eub9tlno07el5y4ajvumqqdw,ea68amhsn28ijs7bzjuzeqrz6,1873,1873,Bosnia-Herzegovina,Qatar,QAT,3,1,Played,W 3-1,2608292,BIH vs QAT (2026-06-24)
95,dd4ko7d3muqheb54u1s9k39p3,1222,Congo DR,Congo DR,COD,Congo DR,#0000ff,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,15,7,111,32,0,2,4,7,13.78,122,7,2.8,1.67,75.6%,226,299,0,0,16.2%,74,10,30.1%,37.3%,0.08,-0.61,0.37,0,1222,2,COL vs COD,false,true,false,false,true,2026-06-24,csme1qixbyobvbac3o0td9uz8,7km4szeh6fs5bbdgypshh0snd,832,832,Congo DR,Colombia,COL,0,1,Played,L 0-1,2608286,COL vs COD (2026-06-24)
95,avggs3u2b5cu8i1dnzknhth52,1057,Morocco,Morocco,MAR,Morocco,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,8,23,116,1,3,13,16,7.82,147,23,4.0,1.08,88.2%,477,541,4,5,29.3%,222,46,80.4%,68.8%,4.81,2.54,3.76,4,1057,3,MAR vs HAI,true,false,true,false,false,2026-06-24,1r744e2q8r9lfwjz888dzxmac,151psmk1h1c846f2lqmflkx75,1327,1327,Morocco,Haiti,HAI,4,2,Played,W 4-2,2608294,MAR vs HAI (2026-06-24)
105,39d8zamp9tvg3wc51jxc2a1c0,1221,Côte d'Ivoire,Côte d'Ivoire,CIV,Côte d'Ivoire,#FF9900,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,12,50,97,1,1,8,8,9.79,136,30,4.9,0.86,89.4%,558,624,2,3,20.9%,168,22,64.7%,62.9%,1.86,0.81,1.31,2,1221,3,CUW vs CIV,false,true,true,false,false,2026-06-25,2kh760gcb6c4liigtebtxtus4,3csexoalt9hfesmo2p4619ga4,6512,6512,Côte d'Ivoire,Curaçao,CUW,2,0,Played,W 2-0,2608298,CUW vs CIV (2026-06-25)
105,3l2t2db0c5ow2f7s7bhr6mij4,357,Germany,Germany,GER,Germany,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,4,77,81,0,2,6,8,11.23,145,24,4.3,1.22,87.3%,517,592,2,2,24.1%,191,20,56.1%,60.9%,0.95,-0.62,0.65,1,357,3,ECU vs GER,false,true,false,false,true,2026-06-25,1ela50pkr7ho1l8kbj6a1di50,2j2402oabiovxw24cnjk9m369,830,830,Germany,Ecuador,ECU,1,2,Played,L 1-2,2608297,ECU vs GER (2026-06-25)
105,4w1ktgu1nbbgqfe3ssbb4fg5v,361,Sweden,Sweden,SWE,Sweden,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,7,5,64,71,0,3,5,5,21.56,143,10,3.0,0.97,79.0%,312,395,1,1,26.0%,148,13,54.5%,48.0%,1.16,-0.57,0.64,1,361,3,JPN vs SWE,false,true,false,true,false,2026-06-25,83o3gqwqwt5c9jskxmcpqjvv8,6duaxcbrofil112qfq4v895go,1266,1266,Sweden,Japan,JPN,1,1,Played,T 1-1,2608300,JPN vs SWE (2026-06-25)
105,1yghbv1c71b37eenutbwnvvq,1041,Korea Republic,Korea Republic,KOR,Korea Rep,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,4,37,122,0,2,10,11,20.00,129,30,5.9,1.01,89.2%,641,719,1,1,26.6%,237,18,74.8%,68.6%,1.42,-0.25,0.90,0,1041,3,RSA vs KOR,false,true,false,false,true,2026-06-25,ec5p7nsiix511225m4yfqt250,xmip8t9f2kefltjkraxzsxl9,522,522,Korea Republic,South Africa,RSA,0,1,Played,L 0-1,2608290,RSA vs KOR (2026-06-25)
105,657oha8nkne1ybba2bouzkbo7,366,Netherlands,Netherlands,NED,Netherlands,#FF6600,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,8,10,35,122,0,4,12,15,6.59,125,31,5.5,1.35,93.0%,602,647,2,2,33.4%,276,44,77.9%,70.9%,2.22,1.22,1.85,3,366,3,TUN vs NED,false,true,true,false,false,2026-06-25,77okx4j2kol5e0806b6xf74lw,ctp7ovvf34m7fzshua9ogbr6i,1224,1224,Netherlands,Tunisia,TUN,3,1,Played,W 3-1,2608299,TUN vs NED (2026-06-25)
105,70tnqyqn871jwlk26gtjw7knm,367,Czechia,Czechia,CZE,Czechia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,5,82,36,0,3,7,7,14.20,131,12,3.4,1.17,83.7%,333,398,0,0,19.0%,108,14,40.0%,51.8%,0.13,-1.22,0.53,0,367,3,CZE vs MEX,true,false,false,false,true,2026-06-25,d7gajq1bxb1xtvqbuxivlk4r8,4vofb84dzb5fyc81n2ssws6ah,659,659,Czechia,Mexico,MEX,0,3,Played,L 0-3,2608289,CZE vs MEX (2026-06-25)
105,4vofb84dzb5fyc81n2ssws6ah,659,Mexico,Mexico,MEX,Mexico,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,7,40,70,0,2,3,4,15.13,110,7,3.7,1.28,85.5%,330,386,5,5,24.4%,135,15,60.0%,48.2%,2.35,1.22,1.74,3,659,3,CZE vs MEX,false,true,true,false,false,2026-06-25,d7gajq1bxb1xtvqbuxivlk4r8,70tnqyqn871jwlk26gtjw7knm,367,367,Mexico,Czechia,CZE,3,0,Played,W 3-0,2608289,CZE vs MEX (2026-06-25)
105,2j2402oabiovxw24cnjk9m369,830,Ecuador,Ecuador,ECU,Ecuador,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,26,12,112,53,1,1,8,11,12.73,138,10,3.0,1.28,82.5%,312,378,2,2,24.3%,142,18,43.9%,39.1%,1.63,0.62,1.27,2,830,3,ECU vs GER,true,false,true,false,false,2026-06-25,1ela50pkr7ho1l8kbj6a1di50,3l2t2db0c5ow2f7s7bhr6mij4,357,357,Ecuador,Germany,GER,2,1,Played,W 2-1,2608297,ECU vs GER (2026-06-25)
105,6duaxcbrofil112qfq4v895go,1266,Japan,Japan,JPN,Japan,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,4,82,52,0,1,4,5,11.15,112,16,4.2,0.96,84.9%,378,445,2,2,18.0%,111,11,45.5%,52.0%,1.27,0.57,1.21,1,1266,3,JPN vs SWE,true,false,false,true,false,2026-06-25,83o3gqwqwt5c9jskxmcpqjvv8,4w1ktgu1nbbgqfe3ssbb4fg5v,361,361,Japan,Sweden,SWE,1,1,Played,T 1-1,2608300,JPN vs SWE (2026-06-25)
105,ctp7ovvf34m7fzshua9ogbr6i,1224,Tunisia,Tunisia,TUN,Tunisia,#ed001a,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,8,172,29,0,1,3,4,57.17,112,6,2.5,1.70,77.1%,199,258,2,2,16.9%,73,11,22.1%,29.1%,0.94,-1.22,0.62,1,1224,3,TUN vs NED,true,false,false,false,true,2026-06-25,77okx4j2kol5e0806b6xf74lw,657oha8nkne1ybba2bouzkbo7,366,366,Tunisia,Netherlands,NED,1,3,Played,L 1-3,2608299,TUN vs NED (2026-06-25)
105,3csexoalt9hfesmo2p4619ga4,6512,Curaçao,Curaçao,CUW,Curaçao,,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,15,109,42,0,4,5,8,14.70,119,10,3.3,1.49,83.1%,295,355,0,0,20.3%,110,18,35.3%,37.1%,0.06,-0.81,0.50,0,6512,3,CUW vs CIV,true,false,false,false,true,2026-06-25,2kh760gcb6c4liigtebtxtus4,39d8zamp9tvg3wc51jxc2a1c0,1221,1221,Curaçao,Côte d'Ivoire,CIV,0,2,Played,L 0-2,2608298,CUW vs CIV (2026-06-25)
105,xmip8t9f2kefltjkraxzsxl9,522,South Africa,South Africa,RSA,South Africa,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,11,15,153,31,0,2,5,8,29.65,115,11,3.1,1.00,81.5%,277,340,0,1,15.0%,77,13,25.2%,31.4%,0.50,0.25,1.16,1,522,3,RSA vs KOR,true,false,true,false,false,2026-06-25,ec5p7nsiix511225m4yfqt250,1yghbv1c71b37eenutbwnvvq,1041,1041,South Africa,Korea Republic,KOR,1,0,Played,W 1-0,2608290,RSA vs KOR (2026-06-25)
117,4pz87gsel7183b7kcadw1dwzv,368,France,France,FRA,France,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,11,83,116,0,4,9,11,10.68,130,16,4.5,0.97,86.5%,480,555,1,3,29.3%,215,31,60.5%,55.9%,3.00,-0.20,1.50,4,368,3,NOR vs FRA,false,true,true,false,false,2026-06-26,1fxxfshtg3b7p2ya8789tke8k,e1vf7kzswllumuykwezkrbo70,363,363,France,Norway,NOR,4,1,Played,W 4-1,2608305,NOR vs FRA (2026-06-26)
117,9s2kpeunkes0g17l95r3t91j6,362,Türkiye,Türkiye,TUR,Türkiye,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,32,9,74,78,2,2,6,8,10.05,146,9,3.2,0.89,77.2%,335,434,2,5,22.7%,144,22,51.1%,47.4%,2.32,0.93,3.05,3,362,3,TUR vs USA,true,false,true,false,false,2026-06-26,8chdphpgdqjkj85rml9odn1uc,9vh2u1p4ppm597tjfahst2m3n,596,596,Türkiye,United States,USA,3,2,Played,W 3-2,2608295,TUR vs USA (2026-06-26)
117,e1vf7kzswllumuykwezkrbo70,363,Norway,Norway,NOR,Norway,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,13,144,75,0,3,10,14,12.07,140,11,3.2,0.83,81.5%,343,421,3,4,21.6%,129,27,39.5%,44.1%,1.41,0.20,1.70,1,363,3,NOR vs FRA,true,false,false,false,true,2026-06-26,1fxxfshtg3b7p2ya8789tke8k,4pz87gsel7183b7kcadw1dwzv,368,368,Norway,France,FRA,1,4,Played,L 1-4,2608305,NOR vs FRA (2026-06-26)
117,9vh2u1p4ppm597tjfahst2m3n,596,United States,United States,USA,United States,#000099,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,9,90,60,2,2,4,7,10.70,153,11,3.4,1.27,84.5%,398,471,3,4,22.8%,161,36,48.9%,52.6%,2.36,-0.93,2.13,2,596,3,TUR vs USA,false,true,false,false,true,2026-06-26,8chdphpgdqjkj85rml9odn1uc,9s2kpeunkes0g17l95r3t91j6,362,362,United States,Türkiye,TUR,2,3,Played,L 2-3,2608295,TUR vs USA (2026-06-26)
117,3cwjdmekfdouwg990mqdq9fh0,835,Paraguay,Paraguay,PAR,Paraguay,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,24,8,80,36,0,1,5,9,15.89,141,11,3.2,1.03,77.5%,330,426,0,0,14.1%,87,7,42.5%,44.2%,0.30,-0.31,0.24,0,835,3,PAR vs AUS,true,false,false,true,false,2026-06-26,9784oivu7jkgn66e0pnnsyr6c,bl4fd8cxe6kjvjx8br82gkhnq,575,575,Paraguay,Australia,AUS,0,0,Played,T 0-0,2608296,PAR vs AUS (2026-06-26)
117,bl4fd8cxe6kjvjx8br82gkhnq,575,Australia,Australia,AUS,Australia,#FFCC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,7,47,69,0,2,11,16,13.11,162,23,3.5,1.29,81.6%,438,537,0,0,22.7%,168,14,57.5%,55.8%,0.60,0.31,0.55,0,575,3,PAR vs AUS,false,true,false,true,false,2026-06-26,9784oivu7jkgn66e0pnnsyr6c,3cwjdmekfdouwg990mqdq9fh0,835,835,Australia,Paraguay,PAR,0,0,Played,T 0-0,2608296,PAR vs AUS (2026-06-26)
117,2wk1549tkz80oet8226euj7jp,1226,Senegal,Senegal,SEN,Senegal,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,2,32,151,2,10,17,22,9.04,156,20,4.0,1.33,87.6%,517,590,5,5,39.7%,313,51,81.3%,68.9%,4.93,2.87,3.01,5,1226,3,SEN vs IRQ,true,false,true,false,false,2026-06-26,2bi32jvwjtru3nrkulzx3ip04,7u6a9femhquay3jnk6ysgiwx9,1800,1800,Senegal,Iraq,IRQ,5,0,Played,W 5-0,2608306,SEN vs IRQ (2026-06-26)
117,7u6a9femhquay3jnk6ysgiwx9,1800,Iraq,Iraq,IRQ,Iraq,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,7,199,27,0,2,6,8,19.38,126,5,2.3,0.86,69.2%,184,266,0,0,13.7%,63,5,18.7%,31.1%,0.07,-2.87,0.14,0,1800,3,SEN vs IRQ,false,true,false,false,true,2026-06-26,2bi32jvwjtru3nrkulzx3ip04,2wk1549tkz80oet8226euj7jp,1226,1226,Iraq,Senegal,SEN,0,5,Played,L 0-5,2608306,SEN vs IRQ (2026-06-26)
125,ck8m1cn23sukwsurgx5qakttk,114,England,England,ENG,England,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,18,5,25,116,1,4,13,16,6.68,139,21,4.3,1.73,87.8%,490,558,3,4,29.6%,223,39,77.2%,65.9%,2.01,0.91,1.56,2,114,3,PAN vs ENG,false,true,true,false,false,2026-06-27,3t13xxgisfsmlvm62iydvpqms,8856r86rattc8kxn6a0l9tb2t,1869,1869,England,Panama,PAN,2,0,Played,W 2-0,2608311,PAN vs ENG (2026-06-27)
125,eh7yt2x2wck51oixw8012ux5j,118,Spain,Spain,ESP,Spain,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,9,70,61,1,1,8,9,8.56,133,30,4.9,1.05,88.9%,553,622,1,1,16.8%,136,20,50.5%,66.2%,0.20,0.66,0.86,1,118,3,URU vs ESP,false,true,true,false,false,2026-06-27,ahb6v608gitlu543aevomjuac,9l06impjllgop0gte8fldb4zo,837,837,Spain,Uruguay,URU,1,0,Played,W 1-0,2608303,URU vs ESP (2026-06-27)
125,4njsfszcgd9m765d6suktsz2a,535,Croatia,Croatia,CRO,Croatia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,4,32,47,1,2,4,7,24.94,109,19,5.1,0.81,91.2%,477,523,0,0,17.5%,120,9,53.8%,53.6%,0.87,-0.22,0.42,2,535,3,CRO vs GHA,true,false,true,false,false,2026-06-27,4n1jg6og0392ta1ncdefsn2tw,9bix8nlt6cgbson25qntg2zzh,1219,1219,Croatia,Ghana,GHA,2,1,Played,W 2-1,2608312,CRO vs GHA (2026-06-27)
125,pfvmhackqyhhk02majd2tb8l,360,Belgium,Belgium,BEL,Belgium,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,10,56,148,1,4,6,8,10.59,144,16,3.9,1.32,88.0%,462,525,3,4,35.3%,256,79,70.0%,54.2%,3.14,3.41,3.64,5,360,3,NZL vs BEL,false,true,true,false,false,2026-06-27,enyd3pel1z18f8cikzixnwpw4,bhu61cgwm07e2pik1jqmnztgl,1804,1804,Belgium,New Zealand,NZL,5,1,Played,W 5-1,2608301,NZL vs BEL (2026-06-27)
125,9bix8nlt6cgbson25qntg2zzh,1219,Ghana,Ghana,GHA,Ghana,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,9,68,22,0,1,5,8,22.11,99,19,4.8,1.14,88.4%,402,455,2,2,14.0%,84,9,46.2%,46.4%,0.96,0.22,0.64,1,1219,3,CRO vs GHA,false,true,false,false,true,2026-06-27,4n1jg6og0392ta1ncdefsn2tw,4njsfszcgd9m765d6suktsz2a,535,535,Ghana,Croatia,CRO,1,2,Played,L 1-2,2608312,CRO vs GHA (2026-06-27)
125,8gxg8f7p9299jbrz30u8bsc7g,359,Portugal,Portugal,POR,Portugal,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,9,13,162,64,0,3,3,6,21.53,98,15,4.8,1.55,90.8%,405,446,1,2,23.7%,147,13,36.1%,45.5%,0.47,-0.77,0.93,0,359,3,COL vs POR,false,true,false,true,false,2026-06-27,dsi0ga8gcy8xcrywdfj3i51qs,7km4szeh6fs5bbdgypshh0snd,832,832,Portugal,Colombia,COL,0,0,Played,T 0-0,2608309,COL vs POR (2026-06-27)
125,7km4szeh6fs5bbdgypshh0snd,832,Colombia,Colombia,COL,Colombia,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,15,6,90,138,0,4,9,9,14.05,114,19,4.9,1.09,89.2%,485,544,1,2,33.0%,224,34,63.9%,54.5%,0.61,0.77,1.70,0,832,3,COL vs POR,true,false,false,true,false,2026-06-27,dsi0ga8gcy8xcrywdfj3i51qs,8gxg8f7p9299jbrz30u8bsc7g,359,359,Colombia,Portugal,POR,0,0,Played,T 0-0,2608309,COL vs POR (2026-06-27)
125,8856r86rattc8kxn6a0l9tb2t,1869,Panama,Panama,PAN,Panama,#0033FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,6,132,19,0,3,4,6,14.48,134,3,2.3,1.72,75.4%,202,268,0,0,15.5%,73,14,22.8%,34.1%,0.21,-0.91,0.66,0,1869,3,PAN vs ENG,true,false,false,false,true,2026-06-27,3t13xxgisfsmlvm62iydvpqms,ck8m1cn23sukwsurgx5qakttk,114,114,Panama,England,ENG,0,2,Played,L 0-2,2608311,PAN vs ENG (2026-06-27)
125,9l06impjllgop0gte8fldb4zo,837,Uruguay,Uruguay,URU,Uruguay,#3399FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,25,14,79,64,0,0,12,18,11.95,137,4,2.4,1.34,75.7%,228,301,1,1,29.4%,143,12,49.5%,33.8%,0.10,-0.66,0.20,0,837,3,URU vs ESP,true,false,false,false,true,2026-06-27,ahb6v608gitlu543aevomjuac,eh7yt2x2wck51oixw8012ux5j,118,118,Uruguay,Spain,ESP,0,1,Played,L 0-1,2608303,URU vs ESP (2026-06-27)
125,elayenut7wtobtmg7hyujzdoe,1359,Uzbekistan,Uzbekistan,UZB,Uzbekistan,#D3D3D3,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,29,12,80,54,0,2,12,16,9.13,148,9,2.7,1.54,75.8%,269,355,0,0,22.2%,127,7,44.3%,42.6%,0.29,-1.97,0.20,1,1359,3,COD vs UZB,false,true,false,false,true,2026-06-27,emz36epmepynr3ggfksojdmhg,dd4ko7d3muqheb54u1s9k39p3,1222,1222,Uzbekistan,Congo DR,COD,1,3,Played,L 1-3,2608310,COD vs UZB (2026-06-27)
125,dd4ko7d3muqheb54u1s9k39p3,1222,Congo DR,Congo DR,COD,Congo DR,#0000ff,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,7,66,66,0,4,10,13,11.57,180,11,2.9,1.54,82.5%,400,485,1,3,25.1%,180,30,55.7%,57.4%,2.35,1.97,2.18,3,1222,3,COD vs UZB,true,false,true,false,false,2026-06-27,emz36epmepynr3ggfksojdmhg,elayenut7wtobtmg7hyujzdoe,1359,1359,Congo DR,Uzbekistan,UZB,3,1,Played,W 3-1,2608310,COD vs UZB (2026-06-27)
