Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,Tckl,Int,PsInA3rd,Passes in the Final Third,HighTOEndGoal,HighTOEndShot,HighTurnoversOP,HighTurnovers,PPDA,Sequences,Seq9+Pass,AvgSeqPass,DirectSpeed,Pass%,PsCmp,PsAtt,BgChncCrtd,BgChnc,TchsA3%,TchsA3,TouchOpBox,FldTilt,Poss%,xGOT,xG Diff,xG,Goal,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
37,ak48fkypnql8y4n69cvcq5ghc,632,Argentina,Argentina,ARG,Argentina,#99FFFF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,27,10,118,39,0,1,4,4,20.00,110,25,5.3,0.86,89.8%,504,561,0,1,13.1%,92,12,35.1%,47.5%,2.22,0.94,1.26,3,632,1,ARG vs ALG,true,false,true,false,false,2026-06-17,55108ze2r7d8dgkmcauepuhp0,cbx8lz7loz866tsoawwrpxyl9,1215,1215,Argentina,Algeria,ALG,3,0,Played,W 3-0,2608259,ARG vs ALG (2026-06-17)
37,8856r86rattc8kxn6a0l9tb2t,1869,Panama,Panama,PAN,Panama,#0033FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,29,5,38,62,0,1,7,9,10.63,141,21,4.4,1.13,86.3%,503,583,2,2,19.0%,147,19,60.9%,61.6%,1.36,-0.52,0.73,0,1869,1,GHA vs PAN,false,true,false,false,true,2026-06-17,1ewge3gy7siiimkd64tawg1zo,9bix8nlt6cgbson25qntg2zzh,1219,1219,Panama,Ghana,GHA,0,1,Played,L 0-1,2608264,GHA vs PAN (2026-06-17)
37,dd4ko7d3muqheb54u1s9k39p3,1222,Congo DR,Congo DR,COD,Congo DR,#0000ff,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,5,162,41,0,0,4,5,32.25,99,6,2.8,1.58,78.3%,195,249,1,1,22.0%,92,10,25.9%,25.2%,0.97,0.22,0.87,1,1222,1,POR vs COD,false,true,false,true,false,2026-06-17,aa59tfi9hkmjec05olroia13o,8gxg8f7p9299jbrz30u8bsc7g,359,359,Congo DR,Portugal,POR,1,1,Played,T 1-1,2608261,POR vs COD (2026-06-17)
37,cbx8lz7loz866tsoawwrpxyl9,1215,Algeria,Algeria,ALG,Algeria,#00CC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,8,56,86,0,2,12,19,16.14,112,26,5.7,0.87,92.4%,563,609,0,0,25.8%,200,14,64.9%,52.5%,0.00,-0.94,0.32,0,1215,1,ARG vs ALG,false,true,false,false,true,2026-06-17,55108ze2r7d8dgkmcauepuhp0,ak48fkypnql8y4n69cvcq5ghc,632,632,Algeria,Argentina,ARG,0,3,Played,L 0-3,2608259,ARG vs ALG (2026-06-17)
37,btn8ibf55ovz7y252vdiprbip,1843,Jordan,Jordan,JOR,Jordan,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,15,12,106,58,0,1,4,5,18.68,149,5,2.5,1.40,72.6%,241,332,0,0,22.3%,123,21,40.1%,37.3%,1.18,-1.23,0.46,1,1843,1,AUT vs JOR,false,true,false,false,true,2026-06-17,67uqo1wgdcka1yxqltbiqxn9w,61g4epojd5f198lv1sje27yh3,515,515,Jordan,Austria,AUT,1,3,Played,L 1-3,2608260,AUT vs JOR (2026-06-17)
47,eg7vduna0h3vis1wd47s41za7,597,Canada,Canada,CAN,Canada,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,9,6,9,326,2,6,13,15,6.96,158,18,4.0,1.63,90.8%,515,567,4,6,64.3%,497,97,93.4%,78.7%,4.85,4.38,4.60,6,597,2,CAN vs QAT,true,false,true,false,false,2026-06-18,3luqmzpzk0qoh2tc96utv0ges,ea68amhsn28ijs7bzjuzeqrz6,1873,1873,Canada,Qatar,QAT,6,0,Played,W 6-0,2608267,CAN vs QAT (2026-06-18)
47,ea68amhsn28ijs7bzjuzeqrz6,1873,Qatar,Qatar,QAT,Qatar,#990000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,10,343,5,0,0,1,1,29.00,87,3,2.0,1.32,64.2%,104,162,0,0,7.5%,26,1,6.6%,21.3%,0.00,-4.38,0.22,0,1873,2,CAN vs QAT,false,true,false,false,true,2026-06-18,3luqmzpzk0qoh2tc96utv0ges,eg7vduna0h3vis1wd47s41za7,597,597,Qatar,Canada,CAN,0,6,Played,L 0-6,2608267,CAN vs QAT (2026-06-18)
47,7km4szeh6fs5bbdgypshh0snd,832,Colombia,Colombia,COL,Colombia,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,6,41,77,0,3,6,10,16.24,128,18,4.3,0.97,85.5%,444,519,4,4,23.0%,158,27,60.1%,60.9%,1.36,0.44,1.61,3,832,1,UZB vs COL,false,true,true,false,false,2026-06-18,b6gp5y32kvgossb0feqipr8r8,elayenut7wtobtmg7hyujzdoe,1359,1359,Colombia,Uzbekistan,UZB,3,1,Played,W 3-1,2608262,UZB vs COL (2026-06-18)
47,339wxbt07ltnva7hop6m5o477,497,Switzerland,Switzerland,SUI,Switzerland,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,19,5,40,109,0,2,8,12,12.50,143,19,4.4,0.90,88.1%,516,586,3,4,28.5%,218,36,69.3%,62.6%,2.46,1.84,2.06,4,497,2,SUI vs BIH,true,false,true,false,false,2026-06-18,4mov5r6nivdn6dhlmb9hv5q1g,o5iztj2zl6b0v6ed9q5m7p1k,537,537,Switzerland,Bosnia-Herzegovina,BIH,4,1,Played,W 4-1,2608268,SUI vs BIH (2026-06-18)
47,70tnqyqn871jwlk26gtjw7knm,367,Czechia,Czechia,CZE,Czechia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,9,92,35,0,3,5,6,20.85,124,7,2.9,1.59,79.8%,272,341,3,3,19.1%,99,16,33.7%,38.7%,0.53,-0.37,1.02,1,367,2,CZE vs RSA,true,false,false,true,false,2026-06-18,cbn3r0bwd3283f8bj4vuvifis,xmip8t9f2kefltjkraxzsxl9,522,522,Czechia,South Africa,RSA,1,1,Played,T 1-1,2608266,CZE vs RSA (2026-06-18)
47,elayenut7wtobtmg7hyujzdoe,1359,Uzbekistan,Uzbekistan,UZB,Uzbekistan,#D3D3D3,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,7,86,36,0,0,2,4,23.24,124,7,2.9,1.87,76.2%,243,319,0,1,18.9%,92,5,39.9%,39.1%,1.19,-0.44,1.16,1,1359,1,UZB vs COL,true,false,false,false,true,2026-06-18,b6gp5y32kvgossb0feqipr8r8,7km4szeh6fs5bbdgypshh0snd,832,832,Uzbekistan,Colombia,COL,1,3,Played,L 1-3,2608262,UZB vs COL (2026-06-18)
47,o5iztj2zl6b0v6ed9q5m7p1k,537,Bosnia-Herzegovina,Bosnia-Herzegovina,BIH,Bosnia,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,11,135,37,0,1,6,7,11.94,121,9,3.1,0.96,81.1%,287,354,0,0,15.6%,82,8,30.7%,37.4%,0.27,-1.84,0.23,1,537,2,SUI vs BIH,false,true,false,false,true,2026-06-18,4mov5r6nivdn6dhlmb9hv5q1g,339wxbt07ltnva7hop6m5o477,497,497,Bosnia-Herzegovina,Switzerland,SUI,1,4,Played,L 1-4,2608268,SUI vs BIH (2026-06-18)
47,xmip8t9f2kefltjkraxzsxl9,522,South Africa,South Africa,RSA,South Africa,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,9,41,74,1,3,6,6,8.79,137,18,4.4,0.79,90.2%,508,563,0,1,20.3%,153,20,66.3%,61.3%,1.13,0.37,1.39,1,522,2,CZE vs RSA,false,true,false,true,false,2026-06-18,cbn3r0bwd3283f8bj4vuvifis,70tnqyqn871jwlk26gtjw7knm,367,367,South Africa,Czechia,CZE,1,1,Played,T 1-1,2608266,CZE vs RSA (2026-06-18)
55,1yghbv1c71b37eenutbwnvvq,1041,Korea Republic,Korea Republic,KOR,Korea Rep,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,5,40,49,0,2,6,6,13.89,137,16,4.4,0.56,84.4%,488,578,2,3,15.0%,111,11,62.3%,57.7%,0.76,0.38,0.91,0,1041,2,MEX vs KOR,false,true,false,false,true,2026-06-19,bdoe50pj6ug3jrc5to1j8st1w,4vofb84dzb5fyc81n2ssws6ah,659,659,Korea Republic,Mexico,MEX,0,1,Played,L 0-1,2608265,MEX vs KOR (2026-06-19)
55,9vh2u1p4ppm597tjfahst2m3n,596,United States,United States,USA,United States,#000099,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,20,53,72,1,3,11,14,5.76,130,19,4.2,0.66,84.9%,444,523,1,2,22.7%,169,20,62.1%,61.1%,1.31,0.73,1.08,2,596,2,USA vs AUS,true,false,true,false,false,2026-06-19,6dt4a73k05gldmswzc3tgxmvo,bl4fd8cxe6kjvjx8br82gkhnq,575,575,United States,Australia,AUS,2,0,Played,W 2-0,2608271,USA vs AUS (2026-06-19)
55,4vofb84dzb5fyc81n2ssws6ah,659,Mexico,Mexico,MEX,Mexico,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,6,65,32,1,2,5,5,16.17,130,9,3.4,0.79,81.7%,349,427,1,2,11.6%,69,6,37.7%,42.3%,0.90,-0.38,0.53,1,659,2,MEX vs KOR,true,false,true,false,false,2026-06-19,bdoe50pj6ug3jrc5to1j8st1w,1yghbv1c71b37eenutbwnvvq,1041,1041,Mexico,Korea Republic,KOR,1,0,Played,W 1-0,2608265,MEX vs KOR (2026-06-19)
55,bl4fd8cxe6kjvjx8br82gkhnq,575,Australia,Australia,AUS,Australia,#FFCC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,6,93,43,0,4,12,14,15.60,135,6,2.5,1.78,70.6%,219,310,0,0,24.1%,122,20,37.9%,38.9%,0.09,-0.73,0.35,0,575,2,USA vs AUS,false,true,false,false,true,2026-06-19,6dt4a73k05gldmswzc3tgxmvo,9vh2u1p4ppm597tjfahst2m3n,596,596,Australia,United States,USA,0,2,Played,L 0-2,2608271,USA vs AUS (2026-06-19)
55,bcllqlzvj9j7opjene2zvran7,115,Scotland,Scotland,SCO,Scotland,#0000CC,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,9,93,37,0,1,8,8,21.04,102,18,4.6,1.29,85.1%,388,456,1,1,18.0%,108,20,41.7%,40.9%,0.00,-0.48,0.51,0,115,2,SCO vs MAR,true,false,false,false,true,2026-06-19,exuljwp9gd116hkf5sox4q5g4,avggs3u2b5cu8i1dnzknhth52,1057,1057,Scotland,Morocco,MAR,0,1,Played,L 0-1,2608270,SCO vs MAR (2026-06-19)
55,avggs3u2b5cu8i1dnzknhth52,1057,Morocco,Morocco,MAR,Morocco,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,5,56,73,0,2,4,8,26.64,121,27,5.8,0.72,89.6%,600,670,3,3,17.8%,145,26,58.3%,59.1%,0.49,0.48,0.99,1,1057,2,SCO vs MAR,false,true,true,false,false,2026-06-19,exuljwp9gd116hkf5sox4q5g4,bcllqlzvj9j7opjene2zvran7,115,115,Morocco,Scotland,SCO,1,0,Played,W 1-0,2608270,SCO vs MAR (2026-06-19)
61,39d8zamp9tvg3wc51jxc2a1c0,1221,Côte d'Ivoire,Côte d'Ivoire,CIV,Côte d'Ivoire,#FF9900,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,13,184,57,0,3,5,7,13.89,137,13,3.4,1.13,85.2%,367,431,1,2,19.2%,126,22,29.5%,41.1%,1.10,-0.68,1.22,1,1221,2,GER vs CIV,false,true,false,false,true,2026-06-20,ecp6v27q48jj6um9odhcahjbo,3l2t2db0c5ow2f7s7bhr6mij4,357,357,Côte d'Ivoire,Germany,GER,1,2,Played,L 1-2,2608273,GER vs CIV (2026-06-20)
61,3l2t2db0c5ow2f7s7bhr6mij4,357,Germany,Germany,GER,Germany,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,26,8,68,145,1,4,9,14,8.75,136,24,4.9,1.52,88.9%,555,624,5,5,32.3%,264,33,70.5%,58.9%,2.36,0.68,1.89,2,357,2,GER vs CIV,true,false,true,false,false,2026-06-20,ecp6v27q48jj6um9odhcahjbo,39d8zamp9tvg3wc51jxc2a1c0,1221,1221,Germany,Côte d'Ivoire,CIV,2,1,Played,W 2-1,2608273,GER vs CIV (2026-06-20)
61,4w1ktgu1nbbgqfe3ssbb4fg5v,361,Sweden,Sweden,SWE,Sweden,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,18,5,72,74,0,0,3,3,18.50,128,12,3.6,1.38,84.9%,361,425,2,2,25.6%,153,26,51.7%,49.6%,1.71,-1.60,1.01,1,361,2,NED vs SWE,false,true,false,false,true,2026-06-20,5nh4gmpiskmsjcy904osi5n2s,657oha8nkne1ybba2bouzkbo7,366,366,Sweden,Netherlands,NED,1,5,Played,L 1-5,2608275,NED vs SWE (2026-06-20)
61,657oha8nkne1ybba2bouzkbo7,366,Netherlands,Netherlands,NED,Netherlands,#FF6600,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,15,8,80,51,0,2,7,9,15.76,109,24,4.3,1.44,88.6%,398,449,3,3,22.3%,138,20,48.3%,50.4%,4.20,1.60,2.61,5,366,2,NED vs SWE,true,false,true,false,false,2026-06-20,5nh4gmpiskmsjcy904osi5n2s,4w1ktgu1nbbgqfe3ssbb4fg5v,361,361,Netherlands,Sweden,SWE,5,1,Played,W 5-1,2608275,NED vs SWE (2026-06-20)
61,9s2kpeunkes0g17l95r3t91j6,362,Türkiye,Türkiye,TUR,Türkiye,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,6,25,237,0,9,15,18,4.83,181,21,3.8,1.65,88.9%,559,629,4,5,46.8%,419,50,82.7%,77.8%,0.67,1.84,2.17,0,362,2,TUR vs PAR,true,false,false,false,true,2026-06-20,7evssbq9air6phyr658hcanmc,3cwjdmekfdouwg990mqdq9fh0,835,835,Türkiye,Paraguay,PAR,0,1,Played,L 0-1,2608272,TUR vs PAR (2026-06-20)
61,ajab3nmpoltsoeqcuoyi4pwzx,614,Brazil,Brazil,BRA,Brazil,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,21,10,54,53,0,0,7,8,11.58,121,20,4.5,1.24,88.0%,462,525,4,5,16.7%,118,25,52.7%,56.8%,2.33,1.51,1.75,3,614,2,BRA vs HAI,true,false,true,false,false,2026-06-20,e6dmlhi5t34w58liv12sp591w,151psmk1h1c846f2lqmflkx75,1327,1327,Brazil,Haiti,HAI,3,0,Played,W 3-0,2608269,BRA vs HAI (2026-06-20)
61,151psmk1h1c846f2lqmflkx75,1327,Haiti,Haiti,HAI,Haiti,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,9,62,45,0,1,3,6,22.20,123,10,3.4,1.30,83.2%,332,399,0,0,19.9%,114,17,47.3%,43.2%,0.43,-1.51,0.24,0,1327,2,BRA vs HAI,false,true,false,false,true,2026-06-20,e6dmlhi5t34w58liv12sp591w,ajab3nmpoltsoeqcuoyi4pwzx,614,614,Haiti,Brazil,BRA,0,3,Played,L 0-3,2608269,BRA vs HAI (2026-06-20)
61,3cwjdmekfdouwg990mqdq9fh0,835,Paraguay,Paraguay,PAR,Paraguay,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,25,9,264,23,1,1,5,6,15.15,133,0,1.5,3.22,53.9%,96,178,0,0,16.4%,67,12,17.3%,22.2%,0.21,-1.84,0.32,1,835,2,TUR vs PAR,false,true,true,false,false,2026-06-20,7evssbq9air6phyr658hcanmc,9s2kpeunkes0g17l95r3t91j6,362,362,Paraguay,Türkiye,TUR,1,0,Played,W 1-0,2608272,TUR vs PAR (2026-06-20)
69,eh7yt2x2wck51oixw8012ux5j,118,Spain,Spain,ESP,Spain,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,13,54,186,0,5,8,10,7.54,129,33,5.9,1.05,92.0%,668,726,4,5,33.5%,304,37,75.7%,66.7%,3.45,2.15,2.30,4,118,2,ESP vs KSA,true,false,true,false,false,2026-06-21,8muyl6d5ahy04fbwarplcg3kk,9l4imoomrnyceg5u3kdxf5l5r,1264,1264,Spain,Saudi Arabia,KSA,4,0,Played,W 4-0,2608279,ESP vs KSA (2026-06-21)
69,pfvmhackqyhhk02majd2tb8l,360,Belgium,Belgium,BEL,Belgium,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,3,26,187,0,5,12,13,11.75,166,20,4.1,1.47,85.8%,533,621,0,1,39.5%,323,42,80.4%,70.3%,1.49,1.17,1.79,0,360,2,BEL vs IRN,true,false,false,true,false,2026-06-21,cz84ih3b6irraa24kj6kvtz4k,cubclbw5k5gdqdau95bnav0nn,1042,1042,Belgium,IR Iran,IRN,0,0,Played,T 0-0,2608277,BEL vs IRN (2026-06-21)
69,2j2402oabiovxw24cnjk9m369,830,Ecuador,Ecuador,ECU,Ecuador,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,19,7,33,136,0,8,16,21,5.59,158,27,4.4,1.36,90.2%,581,644,4,6,36.9%,321,43,81.4%,73.9%,2.27,2.34,2.84,0,830,2,ECU vs CUW,true,false,false,true,false,2026-06-21,9erlmm2s3kapioujs9clvcic,3csexoalt9hfesmo2p4619ga4,6512,6512,Ecuador,Curaçao,CUW,0,0,Played,T 0-0,2608274,ECU vs CUW (2026-06-21)
69,9l06impjllgop0gte8fldb4zo,837,Uruguay,Uruguay,URU,Uruguay,#3399FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,7,19,124,0,2,13,18,8.76,155,18,3.6,1.29,82.2%,420,511,1,2,35.4%,247,34,81.5%,65.0%,1.65,1.43,2.32,2,837,2,URU vs CPV,true,false,false,true,false,2026-06-21,9ic1j3k1bvdhabxn5crvsx6ac,1iq69zi4oze3oh0cis0s5wb7o,1529,1529,Uruguay,Cabo Verde,CPV,2,2,Played,T 2-2,2608280,URU vs CPV (2026-06-21)
69,cubclbw5k5gdqdau95bnav0nn,1042,IR Iran,IR Iran,IRN,Iran,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,19,12,208,24,0,1,3,6,21.38,112,7,2.5,1.88,73.3%,198,270,1,1,12.0%,56,15,19.6%,29.7%,0.87,-1.17,0.62,0,1042,2,BEL vs IRN,false,true,false,true,false,2026-06-21,cz84ih3b6irraa24kj6kvtz4k,pfvmhackqyhhk02majd2tb8l,360,360,IR Iran,Belgium,BEL,0,0,Played,T 0-0,2608277,BEL vs IRN (2026-06-21)
69,6duaxcbrofil112qfq4v895go,1266,Japan,Japan,JPN,Japan,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,18,7,39,68,0,2,5,8,9.41,122,27,5.1,1.33,89.4%,521,583,3,4,19.8%,149,17,63.4%,61.2%,2.73,2.08,2.13,4,1266,2,TUN vs JPN,false,true,true,false,false,2026-06-21,6c7t9tr9b24qfjwphblk6776c,ctp7ovvf34m7fzshua9ogbr6i,1224,1224,Japan,Tunisia,TUN,4,0,Played,W 4-0,2608276,TUN vs JPN (2026-06-21)
69,9l4imoomrnyceg5u3kdxf5l5r,1264,Saudi Arabia,Saudi Arabia,KSA,Saudi Arabia,#008000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,15,13,221,40,0,0,3,4,34.69,115,10,3.4,1.20,80.8%,294,364,0,0,14.8%,78,2,24.3%,33.3%,0.13,-2.15,0.15,0,1264,2,ESP vs KSA,false,true,false,false,true,2026-06-21,8muyl6d5ahy04fbwarplcg3kk,eh7yt2x2wck51oixw8012ux5j,118,118,Saudi Arabia,Spain,ESP,0,4,Played,L 0-4,2608279,ESP vs KSA (2026-06-21)
69,ctp7ovvf34m7fzshua9ogbr6i,1224,Tunisia,Tunisia,TUN,Tunisia,#ed001a,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,18,14,88,25,0,0,0,1,24.22,123,12,3.1,0.69,80.2%,284,354,0,0,14.4%,76,8,36.6%,38.8%,0.00,-2.08,0.05,0,1224,2,TUN vs JPN,true,false,false,false,true,2026-06-21,6c7t9tr9b24qfjwphblk6776c,6duaxcbrofil112qfq4v895go,1266,1266,Tunisia,Japan,JPN,0,4,Played,L 0-4,2608276,TUN vs JPN (2026-06-21)
69,3csexoalt9hfesmo2p4619ga4,6512,Curaçao,Curaçao,CUW,Curaçao,,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,8,190,26,0,3,4,4,34.36,131,0,1.9,2.40,70.0%,159,227,0,0,15.2%,66,12,18.6%,26.1%,0.88,-2.34,0.50,0,6512,2,ECU vs CUW,false,true,false,true,false,2026-06-21,9erlmm2s3kapioujs9clvcic,2j2402oabiovxw24cnjk9m369,830,830,Curaçao,Ecuador,ECU,0,0,Played,T 0-0,2608274,ECU vs CUW (2026-06-21)
69,1iq69zi4oze3oh0cis0s5wb7o,1529,Cabo Verde,Cabo Verde,CPV,Cabo Verde,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,13,155,19,0,0,1,2,25.00,127,4,2.4,1.23,73.7%,205,278,0,1,13.3%,66,10,18.5%,35.0%,1.26,-1.43,0.88,2,1529,2,URU vs CPV,false,true,false,true,false,2026-06-21,9ic1j3k1bvdhabxn5crvsx6ac,9l06impjllgop0gte8fldb4zo,837,837,Cabo Verde,Uruguay,URU,2,2,Played,T 2-2,2608280,URU vs CPV (2026-06-21)
79,4pz87gsel7183b7kcadw1dwzv,368,France,France,FRA,France,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,5,28,159,3,5,13,16,15.64,125,27,5.0,1.16,89.6%,540,603,3,5,39.3%,301,41,81.8%,55.5%,2.28,2.04,2.67,3,368,2,FRA vs IRQ,true,false,true,false,false,2026-06-22,emsvcmkqvohy5qmhedopxtus4,7u6a9femhquay3jnk6ysgiwx9,1800,1800,France,Iraq,IRQ,3,0,Played,W 3-0,2608281,FRA vs IRQ (2026-06-22)
79,61g4epojd5f198lv1sje27yh3,515,Austria,Austria,AUT,Austria,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,9,82,97,0,2,10,15,12.94,115,18,4.3,1.15,85.7%,401,468,1,1,30.0%,192,18,61.5%,46.9%,0.05,-1.83,0.53,0,515,2,ARG vs AUT,false,true,false,false,true,2026-06-22,6zhd6pt8kyzrbkgwq2i2k8u1g,ak48fkypnql8y4n69cvcq5ghc,632,632,Austria,Argentina,ARG,0,2,Played,L 0-2,2608283,ARG vs AUT (2026-06-22)
79,ak48fkypnql8y4n69cvcq5ghc,632,Argentina,Argentina,ARG,Argentina,#99FFFF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,21,8,113,57,0,0,4,5,15.21,114,24,5.0,0.87,89.2%,494,554,2,3,17.1%,126,19,38.5%,53.1%,1.51,1.83,2.36,2,632,2,ARG vs AUT,true,false,true,false,false,2026-06-22,6zhd6pt8kyzrbkgwq2i2k8u1g,61g4epojd5f198lv1sje27yh3,515,515,Argentina,Austria,AUT,2,0,Played,W 2-0,2608283,ARG vs AUT (2026-06-22)
79,7u6a9femhquay3jnk6ysgiwx9,1800,Iraq,Iraq,IRQ,Iraq,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,10,209,21,0,1,4,4,41.29,120,12,4.3,0.71,85.9%,413,481,1,1,9.6%,62,7,18.2%,44.5%,0.00,-2.04,0.63,0,1800,2,FRA vs IRQ,false,true,false,false,true,2026-06-22,emsvcmkqvohy5qmhedopxtus4,4pz87gsel7183b7kcadw1dwzv,368,368,Iraq,France,FRA,0,3,Played,L 0-3,2608281,FRA vs IRQ (2026-06-22)
79,bhu61cgwm07e2pik1jqmnztgl,1804,New Zealand,New Zealand,NZL,New Zealand,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,4,116,46,0,2,6,6,18.83,147,6,3.1,1.68,80.0%,337,421,3,3,19.5%,119,17,34.9%,44.6%,1.62,-0.64,1.24,1,1804,2,NZL vs EGY,true,false,false,false,true,2026-06-22,ds4dbpzuq9s8a87zc84b58w7o,3669sbeijslw88073qlw1cbcp,1225,1225,New Zealand,Egypt,EGY,1,3,Played,L 1-3,2608278,NZL vs EGY (2026-06-22)
79,3669sbeijslw88073qlw1cbcp,1225,Egypt,Egypt,EGY,Egypt,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,6,56,94,0,2,6,7,11.93,132,23,4.3,1.43,87.5%,460,526,2,3,26.8%,201,36,65.1%,55.4%,2.55,0.64,1.87,3,1225,2,NZL vs EGY,false,true,true,false,false,2026-06-22,ds4dbpzuq9s8a87zc84b58w7o,bhu61cgwm07e2pik1jqmnztgl,1804,1804,Egypt,New Zealand,NZL,3,1,Played,W 3-1,2608278,NZL vs EGY (2026-06-22)
85,ck8m1cn23sukwsurgx5qakttk,114,England,England,ENG,England,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,1,12,118,0,6,7,10,6.57,139,24,4.9,1.14,92.6%,586,633,1,2,33.0%,270,33,81.0%,78.6%,0.37,1.18,1.36,0,114,2,ENG vs GHA,true,false,false,true,false,2026-06-23,28702hpanr32no1vpxmxhbok4,9bix8nlt6cgbson25qntg2zzh,1219,1219,England,Ghana,GHA,0,0,Played,T 0-0,2608287,ENG vs GHA (2026-06-23)
85,4njsfszcgd9m765d6suktsz2a,535,Croatia,Croatia,CRO,Croatia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,19,5,65,50,0,0,5,5,8.80,131,18,4.1,1.15,84.4%,432,512,2,3,17.9%,127,15,50.2%,57.7%,1.21,1.09,1.65,1,535,2,PAN vs CRO,false,true,true,false,false,2026-06-23,2ypodyawtamo2zzadwm42g9hw,8856r86rattc8kxn6a0l9tb2t,1869,1869,Croatia,Panama,PAN,1,0,Played,W 1-0,2608288,PAN vs CRO (2026-06-23)
85,9bix8nlt6cgbson25qntg2zzh,1219,Ghana,Ghana,GHA,Ghana,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,22,8,156,8,0,0,3,3,17.10,87,2,2.1,2.21,73.8%,127,172,0,1,14.0%,48,10,19.0%,21.4%,0.00,-1.18,0.17,0,1219,2,ENG vs GHA,false,true,false,true,false,2026-06-23,28702hpanr32no1vpxmxhbok4,ck8m1cn23sukwsurgx5qakttk,114,114,Ghana,England,ENG,0,0,Played,T 0-0,2608287,ENG vs GHA (2026-06-23)
85,8gxg8f7p9299jbrz30u8bsc7g,359,Portugal,Portugal,POR,Portugal,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,6,53,101,0,4,10,13,6.55,141,29,4.7,1.19,89.9%,561,624,6,7,28.0%,231,36,70.5%,65.5%,3.49,2.36,2.61,5,359,2,POR vs UZB,true,false,true,false,false,2026-06-23,bwetcq2x65uyp68uztwcuw9hw,elayenut7wtobtmg7hyujzdoe,1359,1359,Portugal,Uzbekistan,UZB,5,0,Played,W 5-0,2608285,POR vs UZB (2026-06-23)
