name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId
Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,1071,M,1020680,"{'nameTranslation': {'ar': 'جايدون أنتوني', 'hi': 'जैडॉन एंथनी', 'bn': 'জাইডন অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'ج. أنتوني', 'hi': 'जे. एंथनी', 'bn': 'জে. অ্যান্টনি'}}",True,miss,assisted,right-foot,90,5817,417,,24.4,55.3,0,48.4,77.8,
Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,17688,M,38710,"{'nameTranslation': {'ar': 'إيفان بيريشيتش', 'hi': 'इवान पेरिसिच', 'bn': 'ইভান পেরিসিচ'}, 'shortNameTranslation': {'ar': 'إ. بيريسيتش', 'hi': 'आई. पेरिसिच', 'bn': 'আই. পেরিসিচ'}}",False,miss,assisted,left-foot,90,5737,337,,7.9,29.8,0,42.2,2.8,ivanperisic444
Ben Davies,,,ben-davies,B. Davies,D,33,2694,M,94758,"{'nameTranslation': {'ar': 'بين ديفيز', 'hi': 'बेन डेविस', 'bn': 'বেন ডেভিস'}, 'shortNameTranslation': {'ar': 'ب. ديفيز', 'hi': 'बी. डेविस', 'bn': 'বি. ডেভিস'}}",False,miss,assisted,left-foot,90,5682,282,,15.2,46.7,0,53.6,61.1,
Pedro Porro,,,pedro-porro,P. Porro,D,23,11089,M,913654,"{'nameTranslation': {'ar': 'بيدرو بورو', 'hi': 'पेड्रो पोरो', 'bn': 'পেড্রো পোরো'}, 'shortNameTranslation': {'ar': 'ب. بورو', 'hi': 'पी. पोरो', 'bn': 'পি. পোরো'}}",False,miss,set-piece,right-foot,90,5417,17,,25.9,42.8,0,62.2,8.3,pedroporro29
Pedro Porro,,,pedro-porro,P. Porro,D,23,11089,M,913654,"{'nameTranslation': {'ar': 'بيدرو بورو', 'hi': 'पेड्रो पोरो', 'bn': 'পেড্রো পোরো'}, 'shortNameTranslation': {'ar': 'ب. بورو', 'hi': 'पी. पोरो', 'bn': 'পি. পোরো'}}",False,block,free-kick,right-foot,90,5415,15,,26.2,42.2,0,49.2,19.0,pedroporro29
Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,10997,M,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'hi': 'डोमिनिक सोलंके', 'bn': 'ডমিনিক সোলাঙ্কে'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'hi': 'डी. सोलंके', 'bn': 'ডি. সোলাঙ্কে'}}",True,miss,assisted,head,87,5198,2498,,10.6,52.1,0,63.0,15.3,Dom_Solanke
Heung-min Son,,,heung-min-son,H. M. Son,F,7,126618,M,111505,"{'nameTranslation': {'ar': 'هيونغ مين سون', 'hi': 'ह्युंग-मिन सोन', 'bn': 'হেউং-মিন সন'}, 'shortNameTranslation': {'ar': 'ه. م. سون', 'hi': 'एच.एम. सोन', 'bn': 'এইচ. এম. সন'}}",False,miss,assisted,left-foot,86,5124,2424,,21.4,64.3,0,59.3,79.2,HMSon
Lewis Cook,,,lewis-cook,L. Cook,M,4,837,M,548188,"{'nameTranslation': {'ar': 'لويس كوك', 'hi': 'लुईस कुक', 'bn': 'লুইস কুক'}, 'shortNameTranslation': {'ar': 'ل. كوك', 'hi': 'एल. कुक', 'bn': 'এল. কুক'}}",True,miss,corner,right-foot,85,5056,2356,,20.2,39.2,0,60.2,16.7,
Pedro Porro,,,pedro-porro,P. Porro,D,23,11089,M,913654,"{'nameTranslation': {'ar': 'بيدرو بورو', 'hi': 'पेड्रो पोरो', 'bn': 'পেড্রো পোরো'}, 'shortNameTranslation': {'ar': 'ب. بورو', 'hi': 'पी. पोरो', 'bn': 'পি. পোরো'}}",False,block,assisted,right-foot,84,4983,2283,,19.7,62.7,0,48.1,19.0,pedroporro29
James Maddison,,,james-maddison,J. Maddison,M,10,16399,M,356398,"{'nameTranslation': {'ar': 'جيمس ماديسون', 'hi': 'जेम्स मैडिसन', 'bn': 'জেমস ম্যাডিসন'}, 'shortNameTranslation': {'ar': 'ج. ماديسون', 'hi': 'जे. मैडिसन', 'bn': 'জে. ম্যাডিসন'}}",False,miss,fast-break,right-foot,70,4146,1446,,13.3,65.7,0,59.2,6.9,Madders
Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,1071,M,1020680,"{'nameTranslation': {'ar': 'جايدون أنتوني', 'hi': 'जैडॉन एंथनी', 'bn': 'জাইডন অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'ج. أنتوني', 'hi': 'जे. एंथनी', 'bn': 'জে. অ্যান্টনি'}}",True,save,assisted,right-foot,67,3970,1270,,18.2,33.2,0,49.9,0.6,
Dejan Kulusevski,,,dejan-kulusevski,D. Kulusevski,M,21,12068,M,928124,"{'nameTranslation': {'ar': 'ديان كولوسيفسكي', 'hi': 'देजान कुलुसेवस्की', 'bn': 'দেজান কুলুসেভস্কি'}, 'shortNameTranslation': {'ar': 'د. كولوسيفسكي', 'hi': 'डी. कुलुसेवस्की', 'bn': 'ডি. কুলুসেভস্কি'}}",False,goal,assisted,left-foot,63,3759,1059,regular,3.7,43.7,0,46.4,8.9,dejan_k10
Antoine Semenyo,,,antoine-semenyo,A. Semenyo,M,24,33799,M,934354,"{'nameTranslation': {'ar': 'أنطوان سيمينيو', 'hi': 'एंटोनी सेमेन्यो', 'bn': 'অ্যান্টোইন সেমেনিও'}, 'shortNameTranslation': {'ar': 'أ. سيمينيو', 'hi': 'ए. सेमेन्यो', 'bn': 'এ. সেমেনিও'}}",True,miss,assisted,left-foot,57,3399,699,,21.8,38.2,0,57.1,36.1,antoinesemenyo42
Philip Billing,,,philip-billing,P. Billing,M,8,1832,M,548660,"{'nameTranslation': {'ar': 'فيليب بيلينغ', 'hi': 'फिलिप बिलिंग', 'bn': 'ফিলিপ বিলিং'}, 'shortNameTranslation': {'ar': 'ف. بيلينغ', 'hi': 'पी. बिलिंग', 'bn': 'পি. বিলিং'}}",True,miss,regular,left-foot,45,2999,299,,13.4,58.9,0,58.5,12.5,
