name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",True,goal,assisted,right-foot,90,5384,2684,regular,5.4,51.6,0,46.5,6.3,
Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,10997,M,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'hi': 'डोमिनिक सोलंके', 'bn': 'ডমিনিক সোলাঙ্কে'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'hi': 'डी. सोलंके', 'bn': 'ডি. সোলাঙ্কে'}}",False,block,fast-break,left-foot,85,5082,2382,,3.5,34.4,0,53.0,19.0,Dom_Solanke
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",True,block,assisted,right-foot,84,5016,2316,,13.8,32.1,0,49.4,19.0,
Fred Onyedinma,,,fred-onyedinma,F. Onyedinma,M,44,115,M,370932,"{'nameTranslation': {'ar': 'فريد أونيادينما'}, 'shortNameTranslation': {'ar': 'ف. أونيادينما'}}",True,miss,assisted,head,82,4914,2214,,9.8,54.4,0,62.7,37.5,
Fred Onyedinma,,,fred-onyedinma,F. Onyedinma,M,44,115,M,370932,"{'nameTranslation': {'ar': 'فريد أونيادينما'}, 'shortNameTranslation': {'ar': 'ف. أونيادينما'}}",True,save,assisted,head,75,4459,1759,,8.8,66.6,0,51.9,5.1,
Fred Onyedinma,,,fred-onyedinma,F. Onyedinma,M,44,115,M,370932,"{'nameTranslation': {'ar': 'فريد أونيادينما'}, 'shortNameTranslation': {'ar': 'ف. أونيادينما'}}",True,save,assisted,head,74,4433,1733,,9.6,60.8,0,48.8,30.4,
Jordan Clark,,,jordan-clark,J. Clark,M,18,124,M,150477,"{'nameTranslation': {'ar': 'جوردان كلارك', 'hi': 'जॉर्डन क्लार्क', 'bn': 'জর্ডান ক্লার্ক'}, 'shortNameTranslation': {'ar': 'ج. كلارك', 'hi': 'जे. क्लार्क', 'bn': 'জে. ক্লার্ক'}}",True,goal,assisted,right-foot,73,4324,1624,regular,14.3,54.0,0,46.1,3.8,
Justin Kluivert,,,justin-kluivert,J. Kluivert,M,19,7016,M,851596,"{'nameTranslation': {'ar': 'جاستن كلويفرت', 'hi': 'जस्टिन क्लुइवर्ट', 'bn': 'জাস্টিন ক্লুইভার্ট'}, 'shortNameTranslation': {'ar': 'ج. كلويفرت', 'hi': 'जे. क्लुइवर्ट', 'bn': 'জে. ক্লুইভার্ট'}}",False,miss,assisted,right-foot,67,3965,1265,,14.5,59.3,0,46.6,72.2,justinkluivert
Alfie Doughty,,,alfie-doughty,A. Doughty,M,14,576,M,945792,"{'nameTranslation': {'ar': 'ألفي دوتي', 'hi': 'अल्फी डौटी', 'bn': 'আলফি ডাউটি'}, 'shortNameTranslation': {'ar': 'أ. دوتي', 'hi': 'ए. डौटी', 'bn': 'এ. ডাউটি'}}",True,save,assisted,right-foot,66,3938,1238,,11.5,33.1,0,48.4,5.1,
Jordan Clark,,,jordan-clark,J. Clark,M,18,124,M,150477,"{'nameTranslation': {'ar': 'جوردان كلارك', 'hi': 'जॉर्डन क्लार्क', 'bn': 'জর্ডান ক্লার্ক'}, 'shortNameTranslation': {'ar': 'ج. كلارك', 'hi': 'जे. क्लार्क', 'bn': 'জে. ক্লার্ক'}}",True,block,regular,right-foot,63,3745,1045,,15.4,45.0,0,49.0,19.0,
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",True,post,assisted,left-foot,63,3743,1043,,13.9,66.9,0,55.5,5.1,
Ross Barkley,,,ross-barkley,R. Barkley,M,6,2380,M,98435,"{'nameTranslation': {'ar': 'روس باركلي', 'hi': 'रॉस बार्कले', 'bn': 'রস বার্কলে'}, 'shortNameTranslation': {'ar': 'ر. باركلي', 'hi': 'आर. बार्कले', 'bn': 'আর. বার্কলে'}}",True,miss,assisted,right-foot,55,3243,543,,21.9,60.8,0,57.1,1.4,
Ross Barkley,,,ross-barkley,R. Barkley,M,6,2380,M,98435,"{'nameTranslation': {'ar': 'روس باركلي', 'hi': 'रॉस बार्कले', 'bn': 'রস বার্কলে'}, 'shortNameTranslation': {'ar': 'ر. باركلي', 'hi': 'आर. बार्कले', 'bn': 'আর. বার্কলে'}}",True,save,assisted,left-foot,54,3206,506,,26.3,59.3,0,46.2,3.2,
Marcus Tavernier,,,marcus-tavernier,M. Tavernier,M,16,1676,M,895576,"{'nameTranslation': {'ar': 'ماركوس تافيرنييه', 'hi': 'मार्कस टैवर्नियर', 'bn': 'মার্কাস ট্যাভার্নিয়ার'}, 'shortNameTranslation': {'ar': 'م. تافيرنييه', 'hi': 'एम. टैवर्नियर', 'bn': 'এম. ট্যাভার্নিয়ার'}}",False,goal,assisted,left-foot,52,3075,375,regular,20.8,66.9,0,53.6,10.1,
Jordan Clark,,,jordan-clark,J. Clark,M,18,124,M,150477,"{'nameTranslation': {'ar': 'جوردان كلارك', 'hi': 'जॉर्डन क्लार्क', 'bn': 'জর্ডান ক্লার্ক'}, 'shortNameTranslation': {'ar': 'ج. كلارك', 'hi': 'जे. क्लार्क', 'bn': 'জে. ক্লার্ক'}}",True,block,assisted,right-foot,51,3010,310,,15.2,31.8,0,50.2,19.0,
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",True,save,regular,right-foot,51,3000,300,,10.8,62.1,0,51.4,4.4,
Ross Barkley,,,ross-barkley,R. Barkley,M,6,2380,M,98435,"{'nameTranslation': {'ar': 'روس باركلي', 'hi': 'रॉस बार्कले', 'bn': 'রস বার্কলে'}, 'shortNameTranslation': {'ar': 'ر. باركلي', 'hi': 'आर. बार्कले', 'bn': 'আর. বার্কলে'}}",True,save,assisted,right-foot,50,2956,256,,26.0,67.7,0,50.3,9.5,
Carlton Morris,,,carlton-morris,C. Morris,F,9,1084,M,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",True,save,fast-break,left-foot,47,2783,83,,4.3,28.9,0,52.4,9.5,
Ross Barkley,,,ross-barkley,R. Barkley,M,6,2380,M,98435,"{'nameTranslation': {'ar': 'روس باركلي', 'hi': 'रॉस बार्कले', 'bn': 'রস বার্কলে'}, 'shortNameTranslation': {'ar': 'ر. باركلي', 'hi': 'आर. बार्कले', 'bn': 'আর. বার্কলে'}}",True,block,assisted,right-foot,42,2517,2517,,24.5,49.5,0,50.7,19.0,
Tahith Chong,,,tahith-chong,T. Chong,M,24,1675,M,825845,"{'nameTranslation': {'ar': 'تايث تشونغ', 'hi': 'ताहित चोंग', 'bn': 'তাহিথ চং'}, 'shortNameTranslation': {'ar': 'ت. تشونغ', 'hi': 'टी. चोंग', 'bn': 'টি. চং'}}",True,miss,corner,left-foot,40,2394,2394,,18.2,44.6,0,51.8,95.8,
Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,10997,M,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'hi': 'डोमिनिक सोलंके', 'bn': 'ডমিনিক সোলাঙ্কে'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'hi': 'डी. सोलंके', 'bn': 'ডি. সোলাঙ্কে'}}",False,miss,assisted,head,39,2291,2291,,9.5,48.3,0,31.8,2.8,Dom_Solanke
Tahith Chong,,,tahith-chong,T. Chong,M,24,1675,M,825845,"{'nameTranslation': {'ar': 'تايث تشونغ', 'hi': 'ताहित चोंग', 'bn': 'তাহিথ চং'}, 'shortNameTranslation': {'ar': 'ت. تشونغ', 'hi': 'टी. चोंग', 'bn': 'টি. চং'}}",True,miss,assisted,right-foot,19,1115,1115,,15.1,54.6,0,47.6,58.3,
