minute,value
1.0,-3
2.0,-4
3.0,-22
4.0,-7
5.0,10
6.0,27
7.0,62
8.0,41
9.0,59
10.0,50
11.0,60
12.0,32
13.0,-29
14.0,12
15.0,10
16.0,84
17.0,47
18.0,39
19.0,40
20.0,18
21.0,9
22.0,14
23.0,16
24.0,61
25.0,59
26.0,71
27.0,65
28.0,44
29.0,38
30.0,45
31.0,43
32.0,50
33.0,30
34.0,-27
35.0,-6
36.0,7
37.0,-13
38.0,22
39.0,-13
40.0,-29
41.0,-16
42.0,-6
43.0,-3
44.0,-21
45.0,-35
45.5,26
46.0,-13
47.0,-13
48.0,-13
49.0,-12
50.0,34
51.0,45
52.0,28
53.0,16
54.0,11
55.0,5
56.0,-4
57.0,-7
58.0,-7
59.0,-8
60.0,-7
61.0,-6
62.0,-6
63.0,-3
64.0,9
65.0,36
66.0,17
67.0,-12
68.0,9
69.0,33
70.0,22
71.0,17
72.0,15
73.0,13
74.0,10
75.0,10
76.0,13
77.0,18
78.0,15
79.0,19
80.0,43
81.0,24
82.0,12
83.0,39
84.0,44
85.0,29
86.0,22
87.0,18
88.0,3
89.0,5
90.0,6
90.5,-13
