minute,value
1.0,6
2.0,24
3.0,-27
4.0,-13
5.0,-40
6.0,-5
7.0,6
8.0,13
9.0,18
10.0,22
11.0,100
12.0,71
13.0,45
14.0,35
15.0,24
16.0,3
17.0,7
18.0,3
19.0,-42
20.0,-11
21.0,33
22.0,14
23.0,-15
24.0,-75
25.0,-20
26.0,-10
27.0,-22
28.0,-21
29.0,19
30.0,33
31.0,30
32.0,26
33.0,-35
34.0,-11
35.0,-4
36.0,8
37.0,4
38.0,26
39.0,33
40.0,-60
41.0,57
42.0,26
43.0,66
44.0,49
45.0,18
45.5,-47
46.0,-4
47.0,-3
48.0,14
49.0,37
50.0,56
51.0,35
52.0,100
53.0,76
54.0,43
55.0,9
56.0,-78
57.0,-51
58.0,-27
59.0,40
60.0,23
61.0,61
62.0,89
63.0,52
64.0,87
65.0,85
66.0,70
67.0,44
68.0,68
69.0,42
70.0,35
71.0,25
72.0,28
73.0,26
74.0,44
75.0,52
76.0,100
77.0,100
78.0,84
79.0,51
80.0,31
81.0,16
82.0,17
83.0,50
84.0,33
85.0,52
86.0,34
87.0,24
88.0,14
89.0,-20
90.0,-7
90.5,-70
