name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Beto,beto,Beto,F,9,3261,M,987489,"{'nameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}, 'shortNameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}}",False,miss,corner,right-foot,90,5665,265,,5.1,54.6,0,38.3,9.7,,,
Ben Godfrey,ben-godfrey,B. Godfrey,D,22,591,M,754698,"{'nameTranslation': {'ar': 'بن غودفري', 'hi': 'बेन गॉडफ्रे', 'bn': 'বেন গডফ্রে'}, 'shortNameTranslation': {'ar': 'ب. غودفري', 'hi': 'बी. गॉडफ्रे', 'bn': 'বি. গডফ্রে'}}",False,miss,corner,right-foot,90,5664,264,,5.5,51.2,0,31.9,47.2,,,
Ben Godfrey,ben-godfrey,B. Godfrey,D,22,591,M,754698,"{'nameTranslation': {'ar': 'بن غودفري', 'hi': 'बेन गॉडफ्रे', 'bn': 'বেন গডফ্রে'}, 'shortNameTranslation': {'ar': 'ب. غودفري', 'hi': 'बी. गॉडफ्रे', 'bn': 'বি. গডফ্রে'}}",False,block,corner,right-foot,90,5663,263,,5.1,53.8,0,48.9,19.0,,,
Ben Godfrey,ben-godfrey,B. Godfrey,D,22,591,M,754698,"{'nameTranslation': {'ar': 'بن غودفري', 'hi': 'बेन गॉडफ्रे', 'bn': 'বেন গডফ্রে'}, 'shortNameTranslation': {'ar': 'ب. غودفري', 'hi': 'बी. गॉडफ्रे', 'bn': 'বি. গডফ্রে'}}",False,block,corner,right-foot,90,5662,262,,4.8,56.0,0,47.7,19.0,,,
Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,444,M,998832,"{'nameTranslation': {'ar': 'لويس دوبين', 'hi': 'लुईस डोबिन', 'bn': 'লুইস ডবিন'}, 'shortNameTranslation': {'ar': 'ل. دوبين', 'hi': 'एल. डोबिन', 'bn': 'এল. ডবিন'}}",False,miss,corner,head,90,5660,260,,4.6,39.9,0,28.1,25.0,,,
James Garner,james-garner,J. Garner,M,37,2524,M,927361,"{'nameTranslation': {'ar': 'جيمس غارنر', 'hi': 'जेम्स गार्नर', 'bn': 'জেমস গার্নার'}, 'shortNameTranslation': {'ar': 'ج. غارنر', 'hi': 'जे. गार्नर', 'bn': 'জে. গার্নার'}}",False,block,assisted,left-foot,90,5628,228,,18.5,44.9,0,51.3,19.0,,,
Beto,beto,Beto,F,9,3261,M,987489,"{'nameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}, 'shortNameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}}",False,miss,corner,head,90,5603,203,,3.5,51.5,0,50.6,58.3,,,
Beto,beto,Beto,F,9,3261,M,987489,"{'nameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}, 'shortNameTranslation': {'ar': 'بيتو', 'hi': 'बेटो', 'bn': 'বেটো'}}",False,block,regular,right-foot,90,5558,158,,19.6,51.4,0,50.0,19.0,,,
Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,4513,M,1015256,"{'nameTranslation': {'ar': 'رودريغو مونيز', 'hi': 'रोड्रिगो मुनिज़', 'bn': 'রদ্রিগো মুনিজ'}, 'shortNameTranslation': {'ar': 'ر. مونيز', 'hi': 'आर. मुनिज़', 'bn': 'আর. মুনিজ'}}",True,save,assisted,head,90,5444,44,,8.1,50.7,0,50.3,28.5,RodrigoMuniz019,,
Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,1202,M,151499,"{'nameTranslation': {'ar': 'بوبي ديكوردوفا-ريد', 'hi': 'बॉबी डेकोर्डोवा-रीड', 'bn': 'ববি ডেকোরডোভা-রিড'}, 'shortNameTranslation': {'ar': 'ب. ريد', 'hi': 'बी. डेकोर्डोवा-रीड', 'bn': 'বি. রিড'}}",True,miss,corner,left-foot,85,5066,2366,,17.4,73.3,0,42.5,5.6,,,
