minute,value
1.0,7
2.0,22
3.0,30
4.0,15
5.0,-49
6.0,-13
7.0,30
8.0,10
9.0,12
10.0,34
11.0,45
12.0,29
13.0,12
14.0,2
15.0,-26
16.0,-16
17.0,-9
18.0,-4
19.0,-10
20.0,-8
21.0,-9
22.0,-10
23.0,-39
24.0,-28
25.0,-20
26.0,-4
27.0,-1
28.0,50
29.0,28
30.0,20
31.0,14
32.0,9
33.0,15
34.0,-24
35.0,-7
36.0,-9
37.0,-11
38.0,-13
39.0,-11
40.0,-17
41.0,11
42.0,5
43.0,8
44.0,1
45.0,19
45.5,0
46.0,-6
47.0,-8
48.0,-1
49.0,-3
50.0,13
51.0,10
52.0,10
53.0,9
54.0,9
55.0,25
56.0,-52
57.0,25
58.0,6
59.0,5
60.0,26
61.0,23
62.0,14
63.0,10
64.0,39
65.0,17
66.0,6
67.0,-5
68.0,-49
69.0,-39
70.0,-52
71.0,-14
72.0,-21
73.0,13
74.0,8
75.0,12
76.0,11
77.0,12
78.0,-36
79.0,-20
80.0,-11
81.0,-9
82.0,-26
83.0,-5
84.0,-5
85.0,-11
86.0,34
87.0,17
88.0,-13
89.0,-4
90.0,-4
90.5,-65
