minute,value
1.0,5
2.0,29
3.0,16
4.0,-20
5.0,-11
6.0,-2
7.0,8
8.0,45
9.0,54
10.0,35
11.0,21
12.0,12
13.0,4
14.0,1
15.0,-1
16.0,36
17.0,25
18.0,-47
19.0,-16
20.0,33
21.0,32
22.0,19
23.0,45
24.0,26
25.0,12
26.0,34
27.0,37
28.0,17
29.0,8
30.0,7
31.0,2
32.0,-19
33.0,-26
34.0,-10
35.0,-12
36.0,72
37.0,38
38.0,51
39.0,35
40.0,26
41.0,-23
42.0,-14
43.0,-7
44.0,27
45.0,22
45.5,4
46.0,7
47.0,-22
48.0,32
49.0,17
50.0,14
51.0,44
52.0,3
53.0,21
54.0,-16
55.0,4
56.0,9
57.0,-17
58.0,-7
59.0,13
60.0,8
61.0,-24
62.0,-9
63.0,-4
64.0,-18
65.0,-9
66.0,-2
67.0,21
68.0,13
69.0,11
70.0,8
71.0,59
72.0,31
73.0,54
74.0,86
75.0,74
76.0,33
77.0,33
78.0,48
79.0,52
80.0,34
81.0,25
82.0,28
83.0,19
84.0,18
85.0,50
86.0,26
87.0,6
88.0,-16
89.0,10
90.0,12
90.5,55
