minute,value
1.0,-8
2.0,-14
3.0,-52
4.0,-13
5.0,-17
6.0,-29
7.0,-36
8.0,-21
9.0,-22
10.0,-34
11.0,-28
12.0,-100
13.0,-97
14.0,-86
15.0,-46
16.0,-23
17.0,-18
18.0,-5
19.0,22
20.0,-59
21.0,-44
22.0,-32
23.0,-32
24.0,-28
25.0,-20
26.0,-22
27.0,-21
28.0,-19
29.0,-80
30.0,-59
31.0,-43
32.0,-37
33.0,-48
34.0,-32
35.0,-69
36.0,-48
37.0,-53
38.0,41
39.0,1
40.0,-9
41.0,-37
42.0,-18
43.0,-11
44.0,-1
45.0,-1
45.5,27
46.0,-2
47.0,-4
48.0,-30
49.0,-15
50.0,-17
51.0,-52
52.0,-46
53.0,-25
54.0,-19
55.0,-18
56.0,-59
57.0,-41
58.0,-48
59.0,-35
60.0,-75
61.0,-48
62.0,-70
63.0,-47
64.0,-34
65.0,-24
66.0,-21
67.0,-59
68.0,-45
69.0,-36
70.0,-80
71.0,-54
72.0,-35
73.0,-100
74.0,-74
75.0,-46
76.0,-34
77.0,-27
78.0,-20
79.0,-59
80.0,-41
81.0,-12
82.0,52
83.0,41
84.0,21
85.0,10
86.0,36
87.0,15
88.0,5
89.0,-4
90.0,-4
90.5,13
