name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,firstName,lastName
Jack Grealish,jack-grealish,J. Grealish,M,18,61911,M,JGrealish,189061,"{'nameTranslation': {'ar': 'جاك غريليش', 'hi': 'जैक ग्रेलिश', 'bn': 'জ্যাক গ্রেলিশ'}, 'shortNameTranslation': {'ar': 'ج. غريليش', 'hi': 'जे. ग्रेलिश', 'bn': 'জে গ্রেলিশ'}}",False,miss,assisted,right-foot,90,5831,431,,11.4,33.7,0,39.0,43.1,,
Naouirou Ahamada,naouirou-ahamada,N. Ahamada,M,28,422,M,,997104,"{'nameTranslation': {'ar': 'نويرو أحمادا', 'hi': 'नाओइरौ अहमदा', 'bn': 'নাউইরু আহমাদা'}, 'shortNameTranslation': {'ar': 'ن. أحمادا', 'hi': 'एन. अहमदा', 'bn': 'এন. আহমাদা'}}",True,save,corner,right-foot,90,5448,48,,15.1,29.1,0,50.3,1.9,,
Odsonne Édouard,odsonne-edouard,O. Édouard,F,19,5777,M,,795228,"{'nameTranslation': {'ar': 'أودسون إدوارد', 'hi': 'ओडसन एडुआर्ड', 'bn': 'ওডসন এডওয়ার্ড'}, 'shortNameTranslation': {'ar': 'أ. إدوارد', 'hi': 'ओ. एडुआर्ड', 'bn': 'ও. এডওয়ার্ড'}}",True,goal,assisted,right-foot,86,5117,2417,regular,4.6,46.8,0,49.0,12.0,,
Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,762,M,,148710,"{'nameTranslation': {'ar': 'جيفري شلوب', 'hi': 'जेफ़री श्लुप्प', 'bn': 'জেফরি শ্লুপ'}, 'shortNameTranslation': {'ar': 'ج. شلوب', 'hi': 'जे. श्लुप्प', 'bn': 'জে. শ্লুপ'}}",True,save,assisted,left-foot,81,4843,2143,,23.2,45.4,0,50.4,3.2,,
Odsonne Édouard,odsonne-edouard,O. Édouard,F,19,5777,M,,795228,"{'nameTranslation': {'ar': 'أودسون إدوارد', 'hi': 'ओडसन एडुआर्ड', 'bn': 'ওডসন এডওয়ার্ড'}, 'shortNameTranslation': {'ar': 'أ. إدوارد', 'hi': 'ओ. एडुआर्ड', 'bn': 'ও. এডওয়ার্ড'}}",True,block,assisted,right-foot,81,4803,2103,,10.4,59.9,0,46.4,19.0,,
Matheus Nunes,matheus-nunes,M. Nunes,D,27,18816,M,matheusnunes,945122,"{'nameTranslation': {'ar': 'ماثيوس نونيز', 'hi': 'मैथियस नून्स', 'bn': 'ম্যাথিউস নুনেস'}, 'shortNameTranslation': {'ar': 'م. نونيز', 'hi': 'एम. नून्स', 'bn': 'এম. নুনেস'}}",False,miss,assisted,right-foot,78,4673,1973,,9.4,67.5,0,44.7,79.2,,
Jack Grealish,jack-grealish,J. Grealish,M,18,61911,M,JGrealish,189061,"{'nameTranslation': {'ar': 'جاك غريليش', 'hi': 'जैक ग्रेलिश', 'bn': 'জ্যাক গ্রেলিশ'}, 'shortNameTranslation': {'ar': 'ج. غريليش', 'hi': 'जे. ग्रेलिश', 'bn': 'জে গ্রেলিশ'}}",False,block,set-piece,right-foot,75,4475,1775,,18.2,39.5,0,51.4,19.0,,
Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,335100,M,KDB,70996,"{'nameTranslation': {'ar': 'كيفن دي بروين', 'hi': 'केविन डी ब्रूने', 'bn': 'কেভিন ডি ব্রুইন'}, 'shortNameTranslation': {'ar': 'ك. دي بروين', 'hi': 'के. डी ब्रूने', 'bn': 'কে. ডি ব্রুইন'}}",False,goal,assisted,left-foot,70,4162,1462,regular,13.8,34.6,0,53.6,11.4,,
Erling Haaland,erling-haaland,E. Haaland,F,9,807088,M,EHaaland,839956,"{'nameTranslation': {'ar': 'إيرلينغ هالاند', 'hi': 'एर्लिंग हालैंड', 'bn': 'এরলিং হালান্ড'}, 'shortNameTranslation': {'ar': 'إ. هالاند', 'hi': 'ई. हालैंड', 'bn': 'ই. হালান্ড'}}",False,goal,assisted,left-foot,66,3948,1248,regular,5.6,47.8,0,51.3,1.9,,
Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,335100,M,KDB,70996,"{'nameTranslation': {'ar': 'كيفن دي بروين', 'hi': 'केविन डी ब्रूने', 'bn': 'কেভিন ডি ব্রুইন'}, 'shortNameTranslation': {'ar': 'ك. دي بروين', 'hi': 'के. डी ब्रूने', 'bn': 'কে. ডি ব্রুইন'}}",False,miss,assisted,right-foot,60,3565,865,,21.0,29.7,0,39.2,40.3,,
Jack Grealish,jack-grealish,J. Grealish,M,18,61911,M,JGrealish,189061,"{'nameTranslation': {'ar': 'جاك غريليش', 'hi': 'जैक ग्रेलिश', 'bn': 'জ্যাক গ্রেলিশ'}, 'shortNameTranslation': {'ar': 'ج. غريليش', 'hi': 'जे. ग्रेलिश', 'bn': 'জে গ্রেলিশ'}}",False,miss,corner,right-foot,56,3312,612,,20.4,43.4,0,53.3,70.8,,
Julián Alvarez,julian-alvarez,J. Álvarez,F,19,228751,M,LaAraña,944656,"{'nameTranslation': {'ar': 'جوليان ألفاريز', 'hi': 'जूलियन अल्वारेज़', 'bn': 'জুলিয়ান আলভারেজ'}, 'shortNameTranslation': {'ar': 'ج. ألفاريز', 'hi': 'जे. अल्वारेज़', 'bn': 'জে. আলভারেজ'}}",False,block,assisted,right-foot,54,3222,522,,9.5,53.1,0,47.6,19.0,,
Rico Lewis,rico-lewis,R. Lewis,D,82,17414,M,Rico_Lewis,1136731,"{'nameTranslation': {'ar': 'ريكو لويس', 'hi': 'रिको लुईस', 'bn': 'রিকো লুইস'}, 'shortNameTranslation': {'ar': 'ر. لويس', 'hi': 'आर. लुईस', 'bn': 'আর. লুইস'}}",False,goal,regular,right-foot,47,2794,94,regular,10.6,53.0,0,54.2,9.5,Rico Lewis,
Rico Lewis,rico-lewis,R. Lewis,D,82,17414,M,Rico_Lewis,1136731,"{'nameTranslation': {'ar': 'ريكو لويس', 'hi': 'रिको लुईस', 'bn': 'রিকো লুইস'}, 'shortNameTranslation': {'ar': 'ر. لويس', 'hi': 'आर. लुईस', 'bn': 'আর. লুইস'}}",False,save,assisted,right-foot,39,2329,2329,,14.1,57.3,0,50.0,24.1,Rico Lewis,
Jordan Ayew,jordan-ayew,J. Ayew,F,9,14311,M,jordanayew9,103045,"{'nameTranslation': {'ar': 'جوردان أيو', 'hi': 'जॉर्डन अय्यू', 'bn': 'জর্ডান আইউ'}, 'shortNameTranslation': {'ar': 'ج. أيو', 'hi': 'जे. अय्यू', 'bn': 'জে. আইউ'}}",True,post,regular,right-foot,38,2222,2222,,16.0,65.8,0,46.2,39.2,,
Julián Alvarez,julian-alvarez,J. Álvarez,F,19,228751,M,LaAraña,944656,"{'nameTranslation': {'ar': 'جوليان ألفاريز', 'hi': 'जूलियन अल्वारेज़', 'bn': 'জুলিয়ান আলভারেজ'}, 'shortNameTranslation': {'ar': 'ج. ألفاريز', 'hi': 'जे. अल्वारेज़', 'bn': 'জে. আলভারেজ'}}",False,miss,corner,right-foot,34,1982,1982,,20.9,63.0,0,59.0,20.8,,
Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,50283,M,JGvardiol,964994,"{'nameTranslation': {'ar': 'يوشكو غفارديول', 'hi': 'जोस्को ग्वार्डिओल', 'bn': 'জোসকো গোওয়ারদিওল'}, 'shortNameTranslation': {'ar': 'ي. غفارديول', 'hi': 'जे. ग्वार्डिओल', 'bn': 'জে. গোওয়ারদিওল'}}",False,block,assisted,left-foot,30,1767,1767,,26.0,28.9,0,50.2,19.0,,
Erling Haaland,erling-haaland,E. Haaland,F,9,807088,M,EHaaland,839956,"{'nameTranslation': {'ar': 'إيرلينغ هالاند', 'hi': 'एर्लिंग हालैंड', 'bn': 'এরলিং হালান্ড'}, 'shortNameTranslation': {'ar': 'إ. هالاند', 'hi': 'ई. हालैंड', 'bn': 'ই. হালান্ড'}}",False,save,assisted,left-foot,19,1114,1114,,15.7,46.2,0,52.6,2.5,,
Jordan Ayew,jordan-ayew,J. Ayew,F,9,14311,M,jordanayew9,103045,"{'nameTranslation': {'ar': 'جوردان أيو', 'hi': 'जॉर्डन अय्यू', 'bn': 'জর্ডান আইউ'}, 'shortNameTranslation': {'ar': 'ج. أيو', 'hi': 'जे. अय्यू', 'bn': 'জে. আইউ'}}",True,miss,regular,right-foot,18,1066,1066,,17.8,55.0,0,48.6,68.1,,
