minute,value
1.0,-3
2.0,14
3.0,-23
4.0,-6
5.0,17
6.0,7
7.0,-7
8.0,5
9.0,5
10.0,-5
11.0,-38
12.0,-14
13.0,10
14.0,-16
15.0,-17
16.0,-4
17.0,-45
18.0,-24
19.0,16
20.0,-7
21.0,32
22.0,25
23.0,46
24.0,26
25.0,21
26.0,31
27.0,56
28.0,44
29.0,62
30.0,44
31.0,30
32.0,26
33.0,20
34.0,56
35.0,34
36.0,14
37.0,1
38.0,-1
39.0,-5
40.0,-52
41.0,-33
42.0,-28
43.0,-23
44.0,-21
45.0,-32
45.5,-34
46.0,5
47.0,16
48.0,9
49.0,16
50.0,1
51.0,-1
52.0,-43
53.0,26
54.0,2
55.0,10
56.0,10
57.0,13
58.0,-20
59.0,46
60.0,27
61.0,71
62.0,48
63.0,34
64.0,42
65.0,20
66.0,3
67.0,-18
68.0,-27
69.0,-51
70.0,-60
71.0,-32
72.0,70
73.0,36
74.0,47
75.0,68
76.0,47
77.0,34
78.0,43
79.0,22
80.0,8
81.0,4
82.0,27
83.0,18
84.0,9
85.0,4
86.0,-11
87.0,-17
88.0,-53
89.0,-16
90.0,24
90.5,6
