minute,value
1.0,4
2.0,11
3.0,1
4.0,5
5.0,-6
6.0,-5
7.0,-5
8.0,-16
9.0,-24
10.0,-55
11.0,-41
12.0,-31
13.0,-51
14.0,-36
15.0,-19
16.0,-72
17.0,-42
18.0,-12
19.0,-42
20.0,-32
21.0,-36
22.0,-54
23.0,-43
24.0,-17
25.0,24
26.0,10
27.0,-27
28.0,-37
29.0,-46
30.0,-29
31.0,-18
32.0,-27
33.0,-34
34.0,-16
35.0,-7
36.0,41
37.0,25
38.0,27
39.0,11
40.0,2
41.0,10
42.0,13
43.0,8
44.0,13
45.0,14
45.5,-16
46.0,1
47.0,-14
48.0,36
49.0,26
50.0,18
51.0,-39
52.0,-12
53.0,18
54.0,-15
55.0,-10
56.0,-5
57.0,-7
58.0,-28
59.0,-35
60.0,-16
61.0,-3
62.0,5
63.0,-6
64.0,-52
65.0,-33
66.0,-22
67.0,-16
68.0,-5
69.0,-29
70.0,-23
71.0,-16
72.0,-11
73.0,-9
74.0,-35
75.0,-22
76.0,-16
77.0,-27
78.0,-18
79.0,-47
80.0,-48
81.0,-26
82.0,-13
83.0,-41
84.0,55
85.0,12
86.0,25
87.0,-17
88.0,5
89.0,-42
90.0,47
90.5,27
