minute,value
1.0,8
2.0,31
3.0,48
4.0,53
5.0,61
6.0,39
7.0,19
8.0,9
9.0,-40
10.0,-7
11.0,38
12.0,31
13.0,78
14.0,50
15.0,22
16.0,30
17.0,45
18.0,34
19.0,30
20.0,16
21.0,29
22.0,21
23.0,17
24.0,100
25.0,100
26.0,53
27.0,100
28.0,62
29.0,52
30.0,27
31.0,23
32.0,2
33.0,-5
34.0,-9
35.0,-16
36.0,-10
37.0,83
38.0,48
39.0,41
40.0,75
41.0,58
42.0,15
43.0,16
44.0,-38
45.0,-9
45.5,6
46.0,12
47.0,11
48.0,11
49.0,60
50.0,40
51.0,28
52.0,21
53.0,100
54.0,77
55.0,50
56.0,34
57.0,27
58.0,-39
59.0,22
60.0,6
61.0,16
62.0,42
63.0,66
64.0,37
65.0,21
66.0,57
67.0,45
68.0,15
69.0,69
70.0,49
71.0,24
72.0,-15
73.0,58
74.0,53
75.0,32
76.0,-27
77.0,-3
78.0,67
79.0,36
80.0,22
81.0,-34
82.0,-1
83.0,16
84.0,3
85.0,-15
86.0,27
87.0,9
88.0,6
89.0,38
90.0,35
90.5,21
