name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Tom Cairney,tom-cairney,T. Cairney,M,10,480,M,82566,"{'nameTranslation': {'ar': 'توم كايرني', 'hi': 'टॉम केर्नी', 'bn': 'টম কেয়ারনে'}, 'shortNameTranslation': {'ar': 'ت. كايرني', 'hi': 'टी. केर्नी', 'bn': 'টি. কেয়ারনে'}}",False,save,set-piece,left-foot,90,6310,10,,14.5,52.1,0,50.9,3.8,,,
Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,4513,M,1015256,"{'nameTranslation': {'ar': 'رودريغو مونيز', 'hi': 'रोड्रिगो मुनिज़', 'bn': 'রদ্রিগো মুনিজ'}, 'shortNameTranslation': {'ar': 'ر. مونيز', 'hi': 'आर. मुनिज़', 'bn': 'আর. মুনিজ'}}",False,block,corner,head,90,6184,784,,11.7,45.7,0,53.6,19.0,RodrigoMuniz019,,
Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,4513,M,1015256,"{'nameTranslation': {'ar': 'رودريغو مونيز', 'hi': 'रोड्रिगो मुनिज़', 'bn': 'রদ্রিগো মুনিজ'}, 'shortNameTranslation': {'ar': 'ر. مونيز', 'hi': 'आर. मुनिज़', 'bn': 'আর. মুনিজ'}}",False,save,corner,head,90,6077,677,,9.6,54.3,0,50.9,17.1,RodrigoMuniz019,,
Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,4513,M,1015256,"{'nameTranslation': {'ar': 'رودريغو مونيز', 'hi': 'रोड्रिगो मुनिज़', 'bn': 'রদ্রিগো মুনিজ'}, 'shortNameTranslation': {'ar': 'ر. مونيز', 'hi': 'आर. मुनिज़', 'bn': 'আর. মুনিজ'}}",False,goal,assisted,right-foot,90,5559,159,regular,11.1,44.5,0,46.8,12.7,RodrigoMuniz019,,
Calvin Bassey,calvin-bassey,C. Bassey,D,3,4536,M,861972,"{'nameTranslation': {'ar': 'كالفين باسي', 'hi': 'केल्विन बैसी', 'bn': 'ক্যালভিন বাসসি'}, 'shortNameTranslation': {'ar': 'ك. باسي', 'hi': 'सी. बैसी', 'bn': 'সি. বাসসি'}}",False,miss,corner,head,90,5535,135,,8.6,61.1,0,80.8,76.4,,,
Antonee Robinson,antonee-robinson,A. Robinson,D,33,2925,M,803174,"{'nameTranslation': {'ar': 'أنتوني روبنسون', 'hi': 'एंटोनी रॉबिन्सन', 'bn': 'অ্যান্টনি রবিনসন'}, 'shortNameTranslation': {'ar': 'أ. روبنسون', 'hi': 'ए. रॉबिन्सन', 'bn': 'এ. রবিনসন'}}",False,save,corner,left-foot,90,5452,52,,30.9,40.4,0,46.5,5.1,,,
Adama Traoré,adama-traore,A. Traoré,F,11,10385,M,286165,"{'nameTranslation': {'ar': 'أداما تراوري', 'hi': 'एडाम ट्राओरे', 'bn': 'আদামা ট্রাওরে'}, 'shortNameTranslation': {'ar': 'أ. تراوري', 'hi': 'ए. ट्राओरे', 'bn': 'এ. ট্রাওরে'}}",False,miss,assisted,left-foot,88,5259,2559,,12.8,72.5,0,60.3,58.3,adamatrd,,
Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,1202,M,151499,"{'nameTranslation': {'ar': 'بوبي ديكوردوفا-ريد', 'hi': 'बॉबी डेकोर्डोवा-रीड', 'bn': 'ববি ডেকোরডোভা-রিড'}, 'shortNameTranslation': {'ar': 'ب. ريد', 'hi': 'बी. डेकोर्डोवा-रीड', 'bn': 'বি. রিড'}}",False,goal,assisted,right-foot,86,5113,2413,regular,21.8,47.7,0,53.6,8.2,,,
João Palhinha,joao-palhinha,J. Palhinha,M,6,16675,M,364612,"{'nameTranslation': {'ar': 'جواو بالينيا', 'hi': 'जोआओ पालहिन्हा', 'bn': 'জোয়াও পালহিনহা'}, 'shortNameTranslation': {'ar': 'ج. بالينيا', 'hi': 'जे. पालहिन्हा', 'bn': 'জে. পলহিনহা'}}",False,miss,regular,right-foot,77,4619,1919,,14.6,42.1,0,37.8,15.3,Palhinha,,
Ben Brereton Díaz,ben-brereton-diaz,B. Brereton Díaz,M,25,6193,M,867583,"{'nameTranslation': {'ar': 'بن بريريتون دياز', 'hi': 'बेन ब्रेरेटन डियाज़', 'bn': 'বেন ব্রেরেটন দিয়াজ'}, 'shortNameTranslation': {'ar': 'ب. بريريتون دياز', 'hi': 'बी. ब्रेरेटन डियाज़', 'bn': 'বি. ব্রেরেটন দিয়াজ'}}",True,goal,assisted,head,70,4168,1468,regular,4.3,52.5,0,50.7,13.9,ben.brereton,,
