minute,value
1.0,-1
2.0,-2
3.0,23
4.0,5
5.0,-14
6.0,-30
7.0,-34
8.0,-23
9.0,-19
10.0,-16
11.0,-8
12.0,-1
13.0,9
14.0,8
15.0,27
16.0,7
17.0,-7
18.0,-10
19.0,-55
20.0,-59
21.0,-23
22.0,-23
23.0,-21
24.0,-1
25.0,-48
26.0,-43
27.0,-33
28.0,-81
29.0,-56
30.0,-33
31.0,-47
32.0,-23
33.0,-28
34.0,-20
35.0,-8
36.0,-4
37.0,5
38.0,3
39.0,-4
40.0,-5
41.0,-22
42.0,-17
43.0,-22
44.0,-16
45.0,15
45.5,0
46.0,5
47.0,34
48.0,22
49.0,12
50.0,7
51.0,-69
52.0,-28
53.0,-26
54.0,-35
55.0,-29
56.0,-20
57.0,-31
58.0,-16
59.0,-34
60.0,-28
61.0,-24
62.0,-19
63.0,-52
64.0,-61
65.0,-34
66.0,-3
67.0,11
68.0,-21
69.0,-6
70.0,-18
71.0,-20
72.0,-15
73.0,-42
74.0,-23
75.0,-15
76.0,-29
77.0,18
78.0,1
79.0,4
80.0,-6
81.0,34
82.0,13
83.0,7
84.0,-6
85.0,-43
86.0,-34
87.0,-24
88.0,-23
89.0,-22
90.0,-21
90.5,-35
