minute,value
1.0,-2
2.0,-33
3.0,-36
4.0,-9
5.0,-24
6.0,-11
7.0,-25
8.0,-5
9.0,7
10.0,10
11.0,11
12.0,22
13.0,36
14.0,26
15.0,20
16.0,17
17.0,18
18.0,24
19.0,23
20.0,21
21.0,20
22.0,19
23.0,18
24.0,34
25.0,26
26.0,21
27.0,19
28.0,60
29.0,50
30.0,40
31.0,32
32.0,27
33.0,24
34.0,31
35.0,17
36.0,18
37.0,25
38.0,27
39.0,63
40.0,39
41.0,20
42.0,12
43.0,4
44.0,-2
45.0,3
45.5,82
46.0,51
47.0,33
48.0,36
49.0,24
50.0,47
51.0,-25
52.0,-2
53.0,-7
54.0,-2
55.0,-1
56.0,4
57.0,31
58.0,21
59.0,-76
60.0,-46
61.0,-64
62.0,-37
63.0,-32
64.0,-79
65.0,-46
66.0,-61
67.0,-36
68.0,-20
69.0,-42
70.0,-19
71.0,-47
72.0,-22
73.0,-8
74.0,16
75.0,39
76.0,25
77.0,13
78.0,-18
79.0,10
80.0,10
81.0,50
82.0,36
83.0,29
84.0,66
85.0,45
86.0,30
87.0,25
88.0,19
89.0,16
90.0,4
90.5,27
