minute,value
1.0,-8
2.0,-13
3.0,-18
4.0,-19
5.0,-23
6.0,-21
7.0,-20
8.0,-33
9.0,-27
10.0,-81
11.0,-95
12.0,-100
13.0,-58
14.0,-34
15.0,-7
16.0,9
17.0,48
18.0,23
19.0,29
20.0,-27
21.0,-3
22.0,18
23.0,-50
24.0,-31
25.0,-95
26.0,-78
27.0,-43
28.0,-25
29.0,-49
30.0,-31
31.0,-30
32.0,-56
33.0,-63
34.0,-43
35.0,-33
36.0,-100
37.0,-56
38.0,-89
39.0,-65
40.0,-44
41.0,-48
42.0,-34
43.0,-47
44.0,-69
45.0,-40
45.5,-43
46.0,4
47.0,-14
48.0,-11
49.0,-14
50.0,-63
51.0,-26
52.0,16
53.0,-15
54.0,-27
55.0,-5
56.0,8
57.0,15
58.0,-15
59.0,-65
60.0,-47
61.0,-37
62.0,-33
63.0,-31
64.0,-45
65.0,-34
66.0,-54
67.0,-29
68.0,-62
69.0,-48
70.0,-31
71.0,-17
72.0,-44
73.0,-18
74.0,-5
75.0,-4
76.0,-59
77.0,-34
78.0,-22
79.0,-19
80.0,-26
81.0,-28
82.0,-51
83.0,-37
84.0,44
85.0,9
86.0,-14
87.0,-20
88.0,-18
89.0,-12
90.0,11
90.5,-36
