minute,value
1.0,4
2.0,2
3.0,13
4.0,-13
5.0,-11
6.0,-16
7.0,-18
8.0,-34
9.0,-25
10.0,-12
11.0,-9
12.0,55
13.0,-52
14.0,-19
15.0,-5
16.0,-35
17.0,-29
18.0,-14
19.0,-30
20.0,59
21.0,23
22.0,35
23.0,-27
24.0,-4
25.0,-8
26.0,-28
27.0,62
28.0,46
29.0,78
30.0,42
31.0,21
32.0,19
33.0,10
34.0,6
35.0,14
36.0,30
37.0,16
38.0,10
39.0,24
40.0,27
41.0,20
42.0,23
43.0,13
44.0,7
45.0,8
45.5,-26
46.0,1
47.0,1
48.0,2
49.0,43
50.0,-36
51.0,-12
52.0,-35
53.0,-22
54.0,-16
55.0,-30
56.0,-5
57.0,10
58.0,-17
59.0,-14
60.0,-14
61.0,-53
62.0,-40
63.0,-31
64.0,-51
65.0,-29
66.0,-37
67.0,-25
68.0,-50
69.0,-52
70.0,-37
71.0,-43
72.0,66
73.0,22
74.0,5
75.0,-30
76.0,-70
77.0,-53
78.0,-38
79.0,-65
80.0,-37
81.0,-31
82.0,-24
83.0,-65
84.0,-42
85.0,-32
86.0,-33
87.0,-21
88.0,-15
89.0,-21
90.0,-16
90.5,21
