minute,value
1.0,-5
2.0,5
3.0,-3
4.0,-16
5.0,-39
6.0,-16
7.0,-8
8.0,11
9.0,1
10.0,-18
11.0,-53
12.0,-38
13.0,-27
14.0,50
15.0,18
16.0,7
17.0,12
18.0,15
19.0,1
20.0,-5
21.0,-7
22.0,-10
23.0,-4
24.0,-14
25.0,-33
26.0,-72
27.0,-45
28.0,-11
29.0,-18
30.0,-36
31.0,-67
32.0,-37
33.0,-26
34.0,-17
35.0,12
36.0,16
37.0,4
38.0,9
39.0,-32
40.0,-23
41.0,-29
42.0,-100
43.0,-91
44.0,-54
45.0,-12
45.5,-42
46.0,-3
47.0,-4
48.0,-5
49.0,7
50.0,27
51.0,21
52.0,32
53.0,11
54.0,14
55.0,-43
56.0,-18
57.0,-1
58.0,12
59.0,2
60.0,-5
61.0,-5
62.0,-9
63.0,-11
64.0,-11
65.0,-11
66.0,-11
67.0,-32
68.0,-19
69.0,-20
70.0,-11
71.0,14
72.0,5
73.0,-10
74.0,-37
75.0,-19
76.0,-14
77.0,26
78.0,9
79.0,6
80.0,2
81.0,-2
82.0,42
83.0,22
84.0,4
85.0,-20
86.0,-12
87.0,-32
88.0,-61
89.0,-91
90.0,-47
90.5,23
