minute,value
1.0,-6
2.0,-6
3.0,-9
4.0,-54
5.0,-24
6.0,15
7.0,4
8.0,6
9.0,12
10.0,-33
11.0,-20
12.0,-15
13.0,-12
14.0,-43
15.0,-25
16.0,-16
17.0,-11
18.0,-4
19.0,-17
20.0,-8
21.0,-4
22.0,-33
23.0,-29
24.0,-14
25.0,-14
26.0,-6
27.0,40
28.0,17
29.0,4
30.0,-7
31.0,-12
32.0,20
33.0,54
34.0,-41
35.0,6
36.0,-10
37.0,-3
38.0,-1
39.0,12
40.0,-53
41.0,-21
42.0,56
43.0,46
44.0,44
45.0,35
45.5,36
46.0,2
47.0,-2
48.0,-49
49.0,-27
50.0,-13
51.0,-7
52.0,-2
53.0,5
54.0,-20
55.0,-24
56.0,-13
57.0,-14
58.0,-21
59.0,-49
60.0,-40
61.0,-30
62.0,-33
63.0,-22
64.0,-9
65.0,-8
66.0,-34
67.0,-15
68.0,-7
69.0,-3
70.0,2
71.0,6
72.0,35
73.0,22
74.0,57
75.0,70
76.0,44
77.0,26
78.0,31
79.0,17
80.0,10
81.0,8
82.0,7
83.0,58
84.0,45
85.0,39
86.0,28
87.0,22
88.0,15
89.0,92
90.0,64
90.5,8
