minute,value
1.0,4
2.0,-31
3.0,-6
4.0,48
5.0,33
6.0,22
7.0,24
8.0,45
9.0,48
10.0,17
11.0,34
12.0,18
13.0,7
14.0,-37
15.0,-14
16.0,-28
17.0,-32
18.0,-17
19.0,26
20.0,12
21.0,10
22.0,9
23.0,6
24.0,3
25.0,3
26.0,55
27.0,40
28.0,49
29.0,54
30.0,45
31.0,76
32.0,75
33.0,50
34.0,51
35.0,81
36.0,49
37.0,34
38.0,51
39.0,35
40.0,20
41.0,13
42.0,59
43.0,35
44.0,60
45.0,26
45.5,-2
46.0,6
47.0,15
48.0,21
49.0,18
50.0,58
51.0,57
52.0,39
53.0,29
54.0,72
55.0,34
56.0,-25
57.0,10
58.0,2
59.0,-18
60.0,15
61.0,7
62.0,18
63.0,13
64.0,31
65.0,29
66.0,71
67.0,80
68.0,56
69.0,40
70.0,62
71.0,33
72.0,35
73.0,8
74.0,68
75.0,43
76.0,84
77.0,55
78.0,49
79.0,70
80.0,54
81.0,37
82.0,26
83.0,19
84.0,-25
85.0,-3
86.0,6
87.0,43
88.0,37
89.0,63
90.0,69
90.5,52
