minute,value
1.0,-9
2.0,-8
3.0,-40
4.0,-32
5.0,-59
6.0,-39
7.0,-8
8.0,-2
9.0,55
10.0,43
11.0,56
12.0,34
13.0,41
14.0,-41
15.0,-23
16.0,-70
17.0,-55
18.0,-40
19.0,-8
20.0,-6
21.0,9
22.0,14
23.0,16
24.0,16
25.0,44
26.0,26
27.0,15
28.0,-46
29.0,-48
30.0,-31
31.0,-19
32.0,27
33.0,4
34.0,-32
35.0,-22
36.0,-23
37.0,-46
38.0,-22
39.0,-7
40.0,5
41.0,7
42.0,11
43.0,20
44.0,3
45.0,-40
45.5,-4
46.0,4
47.0,16
48.0,14
49.0,2
50.0,-6
51.0,-12
52.0,-4
53.0,-37
54.0,-18
55.0,11
56.0,5
57.0,8
58.0,50
59.0,27
60.0,13
61.0,16
62.0,7
63.0,-3
64.0,8
65.0,1
66.0,-5
67.0,-7
68.0,-50
69.0,-34
70.0,-24
71.0,-68
72.0,-44
73.0,-27
74.0,-2
75.0,23
76.0,20
77.0,43
78.0,49
79.0,36
80.0,23
81.0,59
82.0,19
83.0,-11
84.0,3
85.0,3
86.0,3
87.0,28
88.0,27
89.0,25
90.0,24
90.5,67
