minute,value
1.0,-7
2.0,-11
3.0,-55
4.0,-40
5.0,-30
6.0,-52
7.0,-30
8.0,28
9.0,10
10.0,38
11.0,17
12.0,-20
13.0,-47
14.0,-21
15.0,18
16.0,8
17.0,2
18.0,-5
19.0,4
20.0,18
21.0,-13
22.0,-1
23.0,-12
24.0,16
25.0,4
26.0,31
27.0,18
28.0,11
29.0,8
30.0,5
31.0,58
32.0,61
33.0,32
34.0,100
35.0,100
36.0,69
37.0,37
38.0,-38
39.0,-16
40.0,-5
41.0,-1
42.0,60
43.0,30
44.0,19
45.0,4
45.5,28
46.0,-1
47.0,-26
48.0,-22
49.0,-12
50.0,-6
51.0,-1
52.0,-6
53.0,-2
54.0,8
55.0,1
56.0,-26
57.0,-15
58.0,53
59.0,12
60.0,31
61.0,24
62.0,47
63.0,-30
64.0,-46
65.0,-26
66.0,-52
67.0,-31
68.0,19
69.0,12
70.0,38
71.0,52
72.0,28
73.0,12
74.0,-36
75.0,-49
76.0,-27
77.0,-11
78.0,47
79.0,23
80.0,43
81.0,27
82.0,59
83.0,22
84.0,-16
85.0,-2
86.0,-12
87.0,-9
88.0,34
89.0,-48
90.0,-16
90.5,55
