minute,value
1.0,16
2.0,-12
3.0,-9
4.0,-100
5.0,-88
6.0,-96
7.0,-67
8.0,-29
9.0,36
10.0,14
11.0,5
12.0,5
13.0,-5
14.0,-9
15.0,19
16.0,-42
17.0,-20
18.0,27
19.0,16
20.0,14
21.0,34
22.0,18
23.0,6
24.0,2
25.0,-45
26.0,-37
27.0,-26
28.0,-19
29.0,-16
30.0,-53
31.0,-37
32.0,-29
33.0,-25
34.0,-24
35.0,-30
36.0,-12
37.0,-21
38.0,24
39.0,10
40.0,27
41.0,4
42.0,-6
43.0,-16
44.0,-10
45.0,-12
45.5,21
46.0,-1
47.0,-14
48.0,-54
49.0,-39
50.0,-33
51.0,-29
52.0,-28
53.0,-36
54.0,-29
55.0,-24
56.0,-22
57.0,-20
58.0,-61
59.0,-62
60.0,-81
61.0,-69
62.0,-43
63.0,-20
64.0,32
65.0,15
66.0,8
67.0,65
68.0,55
69.0,25
70.0,32
71.0,14
72.0,-14
73.0,-18
74.0,-16
75.0,-62
76.0,-48
77.0,-70
78.0,-47
79.0,-56
80.0,-60
81.0,-41
82.0,-27
83.0,-13
84.0,-27
85.0,-57
86.0,-32
87.0,-13
88.0,-32
89.0,-15
90.0,-19
90.5,-11
