minute,value
1.0,-2
2.0,8
3.0,5
4.0,3
5.0,-25
6.0,-10
7.0,22
8.0,16
9.0,50
10.0,39
11.0,81
12.0,46
13.0,16
14.0,57
15.0,43
16.0,-39
17.0,-17
18.0,-15
19.0,-1
20.0,18
21.0,9
22.0,61
23.0,51
24.0,30
25.0,20
26.0,21
27.0,11
28.0,-10
29.0,6
30.0,12
31.0,-14
32.0,-17
33.0,-8
34.0,-63
35.0,-35
36.0,23
37.0,15
38.0,55
39.0,41
40.0,29
41.0,75
42.0,12
43.0,8
44.0,9
45.0,10
45.5,3
46.0,-5
47.0,30
48.0,41
49.0,17
50.0,6
51.0,-61
52.0,-49
53.0,-10
54.0,15
55.0,11
56.0,20
57.0,21
58.0,24
59.0,49
60.0,30
61.0,22
62.0,18
63.0,51
64.0,24
65.0,-69
66.0,-38
67.0,-86
68.0,-47
69.0,-22
70.0,-3
71.0,5
72.0,6
73.0,1
74.0,-2
75.0,11
76.0,-6
77.0,33
78.0,64
79.0,41
80.0,23
81.0,-20
82.0,-7
83.0,-14
84.0,15
85.0,19
86.0,28
87.0,68
88.0,52
89.0,53
90.0,52
90.5,26
