period,group,statistic,home_value,away_value,home_total,away_total,home_display,away_display,compare_code,key
ALL,Match overview,Ball possession,52.0,48.0,,,52%,48%,1,ballPossession
ALL,Match overview,Expected goals,2.14,1.07,,,2.14,1.07,1,expectedGoals
ALL,Match overview,Big chances,5.0,0.0,,,5,0,1,bigChanceCreated
ALL,Match overview,Total shots,20.0,16.0,,,20,16,1,totalShotsOnGoal
ALL,Match overview,Goalkeeper saves,2.0,6.0,,,2,6,2,goalkeeperSaves
ALL,Match overview,Corner kicks,7.0,4.0,,,7,4,1,cornerKicks
ALL,Match overview,Fouls,6.0,9.0,,,6,9,2,fouls
ALL,Match overview,Passes,494.0,441.0,,,494,441,1,passes
ALL,Match overview,Tackles,16.0,14.0,,,16,14,1,totalTackle
ALL,Match overview,Free kicks,9.0,6.0,,,9,6,1,freeKicks
ALL,Match overview,Yellow cards,1.0,1.0,,,1,1,3,yellowCards
ALL,Shots,Total shots,20.0,16.0,,,20,16,1,totalShotsOnGoal
ALL,Shots,Shots on target,9.0,2.0,,,9,2,1,shotsOnGoal
ALL,Shots,Hit woodwork,0.0,0.0,,,0,0,3,hitWoodwork
ALL,Shots,Shots off target,8.0,6.0,,,8,6,1,shotsOffGoal
ALL,Shots,Blocked shots,3.0,8.0,,,3,8,2,blockedScoringAttempt
ALL,Shots,Shots inside box,17.0,11.0,,,17,11,1,totalShotsInsideBox
ALL,Shots,Shots outside box,3.0,5.0,,,3,5,2,totalShotsOutsideBox
ALL,Attack,Big chances scored,2.0,0.0,,,2,0,1,bigChanceScored
ALL,Attack,Big chances missed,3.0,0.0,,,3,0,1,bigChanceMissed
ALL,Attack,Through balls,2.0,0.0,,,2,0,1,accurateThroughBall
ALL,Attack,Fouled in final third,2.0,0.0,,,2,0,1,fouledFinalThird
ALL,Attack,Offsides,2.0,3.0,,,2,3,2,offsides
ALL,Passes,Accurate passes,424.0,364.0,,,424,364,1,accuratePasses
ALL,Passes,Throw-ins,14.0,23.0,,,14,23,2,throwIns
ALL,Passes,Final third entries,39.0,54.0,,,39,54,2,finalThirdEntries
ALL,Passes,Long balls,26.0,22.0,51.0,45.0,26/51 (51%),22/45 (49%),1,accurateLongBalls
ALL,Passes,Crosses,10.0,7.0,19.0,17.0,10/19 (53%),7/17 (41%),1,accurateCross
ALL,Duels,Duels,56.0,44.0,,,56%,44%,1,duelWonPercent
ALL,Duels,Dispossessed,13.0,12.0,,,13,12,1,dispossessed
ALL,Duels,Ground duels,34.0,24.0,58.0,58.0,34/58 (59%),24/58 (41%),1,groundDuelsPercentage
ALL,Duels,Aerial duels,16.0,16.0,32.0,32.0,16/32 (50%),16/32 (50%),3,aerialDuelsPercentage
ALL,Duels,Dribbles,9.0,5.0,10.0,9.0,9/10 (90%),5/9 (56%),1,dribblesPercentage
ALL,Defending,Tackles won,10.0,10.0,16.0,14.0,63%,71%,2,wonTacklePercent
ALL,Defending,Total tackles,16.0,14.0,,,16,14,1,totalTackle
ALL,Defending,Interceptions,7.0,1.0,,,7,1,1,interceptionWon
ALL,Defending,Recoveries,51.0,49.0,,,51,49,1,ballRecovery
ALL,Defending,Clearances,18.0,20.0,,,18,20,2,totalClearance
ALL,Goalkeeping,Total saves,2.0,6.0,,,2,6,2,goalkeeperSaves
ALL,Goalkeeping,Goals prevented,0.7511,0.4466,,,0.75,0.45,1,goalsPrevented
ALL,Goalkeeping,Goal kicks,11.0,8.0,,,11,8,1,goalKicks
1ST,Match overview,Ball possession,54.0,46.0,,,54%,46%,1,ballPossession
1ST,Match overview,Expected goals,1.49,0.33,,,1.49,0.33,1,expectedGoals
1ST,Match overview,Big chances,5.0,0.0,,,5,0,1,bigChanceCreated
1ST,Match overview,Total shots,12.0,5.0,,,12,5,1,totalShotsOnGoal
1ST,Match overview,Goalkeeper saves,0.0,4.0,,,0,4,2,goalkeeperSaves
1ST,Match overview,Corner kicks,3.0,1.0,,,3,1,1,cornerKicks
1ST,Match overview,Passes,239.0,204.0,,,239,204,1,passes
1ST,Match overview,Tackles,8.0,9.0,,,8,9,2,totalTackle
1ST,Match overview,Free kicks,4.0,2.0,,,4,2,1,freeKicks
1ST,Match overview,Yellow cards,1.0,1.0,,,1,1,3,yellowCards
1ST,Shots,Total shots,12.0,5.0,,,12,5,1,totalShotsOnGoal
1ST,Shots,Shots on target,7.0,0.0,,,7,0,1,shotsOnGoal
1ST,Shots,Hit woodwork,0.0,0.0,,,0,0,3,hitWoodwork
1ST,Shots,Shots off target,5.0,3.0,,,5,3,1,shotsOffGoal
1ST,Shots,Blocked shots,0.0,2.0,,,0,2,2,blockedScoringAttempt
1ST,Shots,Shots inside box,9.0,3.0,,,9,3,1,totalShotsInsideBox
1ST,Shots,Shots outside box,3.0,2.0,,,3,2,1,totalShotsOutsideBox
1ST,Attack,Big chances scored,2.0,0.0,,,2,0,1,bigChanceScored
1ST,Attack,Big chances missed,3.0,0.0,,,3,0,1,bigChanceMissed
1ST,Attack,Through balls,1.0,0.0,,,1,0,1,accurateThroughBall
1ST,Attack,Fouled in final third,1.0,0.0,,,1,0,1,fouledFinalThird
1ST,Attack,Offsides,1.0,2.0,,,1,2,2,offsides
