minute,value
1.0,-2
2.0,-3
3.0,-4
4.0,-4
5.0,-5
6.0,-23
7.0,-15
8.0,-33
9.0,-17
10.0,-10
11.0,7
12.0,-4
13.0,-4
14.0,-7
15.0,-8
16.0,-13
17.0,-16
18.0,-35
19.0,-31
20.0,-23
21.0,-77
22.0,-56
23.0,-37
24.0,-11
25.0,10
26.0,10
27.0,35
28.0,18
29.0,4
30.0,2
31.0,-6
32.0,15
33.0,9
34.0,47
35.0,54
36.0,29
37.0,26
38.0,12
39.0,-21
40.0,-16
41.0,-26
42.0,-22
43.0,-27
44.0,-15
45.0,-20
45.5,21
46.0,-7
47.0,9
48.0,4
49.0,44
50.0,16
51.0,6
52.0,-31
53.0,-21
54.0,-39
55.0,-60
56.0,-76
57.0,-54
58.0,-35
59.0,-9
60.0,-33
61.0,-20
62.0,-15
63.0,-17
64.0,-15
65.0,-34
66.0,-100
67.0,-56
68.0,-50
69.0,-34
70.0,-14
71.0,-6
72.0,-10
73.0,-22
74.0,-8
75.0,-5
76.0,-8
77.0,8
78.0,16
79.0,14
80.0,87
81.0,18
82.0,-24
83.0,-33
84.0,-31
85.0,-42
86.0,-79
87.0,-52
88.0,-37
89.0,-28
90.0,-38
90.5,-33
