minute,value
1.0,8
2.0,65
3.0,46
4.0,35
5.0,33
6.0,27
7.0,25
8.0,23
9.0,50
10.0,60
11.0,44
12.0,69
13.0,42
14.0,24
15.0,15
16.0,41
17.0,48
18.0,98
19.0,82
20.0,55
21.0,35
22.0,25
23.0,63
24.0,44
25.0,78
26.0,95
27.0,88
28.0,100
29.0,85
30.0,53
31.0,36
32.0,23
33.0,11
34.0,-11
35.0,-6
36.0,-13
37.0,-6
38.0,45
39.0,-26
40.0,7
41.0,11
42.0,16
43.0,-45
44.0,-12
45.0,-13
45.5,8
46.0,-1
47.0,3
48.0,12
49.0,18
50.0,45
51.0,53
52.0,34
53.0,28
54.0,19
55.0,11
56.0,74
57.0,42
58.0,37
59.0,34
60.0,53
61.0,35
62.0,51
63.0,39
64.0,31
65.0,25
66.0,96
67.0,100
68.0,64
69.0,100
70.0,72
71.0,63
72.0,38
73.0,41
74.0,41
75.0,28
76.0,23
77.0,36
78.0,30
79.0,47
80.0,30
81.0,31
82.0,24
83.0,57
84.0,34
85.0,60
86.0,42
87.0,27
88.0,-41
89.0,24
90.0,3
90.5,-13
