minute,value
1.0,-2
2.0,-4
3.0,-30
4.0,-23
5.0,-58
6.0,-26
7.0,-8
8.0,3
9.0,3
10.0,-27
11.0,-20
12.0,-8
13.0,-1
14.0,4
15.0,30
16.0,4
17.0,8
18.0,9
19.0,37
20.0,20
21.0,17
22.0,10
23.0,51
24.0,27
25.0,14
26.0,7
27.0,2
28.0,-4
29.0,33
30.0,16
31.0,6
32.0,1
33.0,25
34.0,-15
35.0,-27
36.0,-12
37.0,-5
38.0,-3
39.0,-2
40.0,-14
41.0,-13
42.0,-16
43.0,-41
44.0,-32
45.0,-4
45.5,-40
46.0,2
47.0,-11
48.0,-22
49.0,-9
50.0,26
51.0,3
52.0,1
53.0,-5
54.0,-7
55.0,-11
56.0,-10
57.0,-10
58.0,-28
59.0,24
60.0,34
61.0,13
62.0,-11
63.0,-21
64.0,-26
65.0,-26
66.0,-19
67.0,-46
68.0,-22
69.0,-20
70.0,-6
71.0,4
72.0,-6
73.0,16
74.0,4
75.0,-4
76.0,-7
77.0,-10
78.0,-13
79.0,-28
80.0,-24
81.0,-53
82.0,-38
83.0,-16
84.0,38
85.0,66
86.0,40
87.0,36
88.0,19
89.0,25
90.0,10
90.5,-86
