name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,3562,M,827064,"{'nameTranslation': {'ar': 'أرنوت دانجوما', 'hi': 'अरनौत दानजुमा', 'bn': 'আরনাউত দানজুমা'}, 'shortNameTranslation': {'ar': 'أ. دانجوما', 'hi': 'ए. दानजुमा', 'bn': 'এ. দানজুমা'}}",False,block,regular,left-foot,81,4851,2151,,10.6,30.8,0,52.5,19.0,,,
Philippe Coutinho,philippe-coutinho,P. Coutinho,M,10,71508,M,119159,"{'nameTranslation': {'ar': 'فيليب كوتينيو', 'hi': 'फिलिप कूटिन्हो', 'bn': 'ফিলিপে কৌতিনহো'}, 'shortNameTranslation': {'ar': 'ف. كوتينيو', 'hi': 'पी. कूटिन्हो', 'bn': 'পি. কৌতিনহো'}}",True,miss,assisted,right-foot,80,4771,2071,,31.7,31.9,0,41.7,70.8,Coutinho,,
Jhon Durán,jhon-duran,J. Durán,F,10,30568,M,974577,"{'nameTranslation': {'ar': 'جون دوران', 'hi': 'जॉन डुरान', 'bn': 'জন ডুরান'}, 'shortNameTranslation': {'ar': 'ج. دوران', 'hi': 'जे. डुरान', 'bn': 'জে. ডুরান'}}",True,goal,regular,left-foot,75,4460,1760,regular,13.8,46.6,0,47.6,1.3,jaderduran9,,
Philippe Coutinho,philippe-coutinho,P. Coutinho,M,10,71508,M,119159,"{'nameTranslation': {'ar': 'فيليب كوتينيو', 'hi': 'फिलिप कूटिन्हो', 'bn': 'ফিলিপে কৌতিনহো'}, 'shortNameTranslation': {'ar': 'ف. كوتينيو', 'hi': 'पी. कूटिन्हो', 'bn': 'পি. কৌতিনহো'}}",True,save,assisted,right-foot,67,3991,1291,,24.0,45.4,0,50.4,4.4,Coutinho,,
Neal Maupay,neal-maupay,N. Maupay,F,9,2064,M,268903,"{'nameTranslation': {'ar': 'نيل موباي', 'hi': 'नील मौपे', 'bn': 'নিল মাউপে'}, 'shortNameTranslation': {'ar': 'ن. موباي', 'hi': 'एन. मौपे', 'bn': 'এন. মাউপে'}}",False,save,corner,right-foot,60,3548,848,,9.0,40.2,0,52.9,14.6,,,
Nathan Patterson,patterson-nathan,N. Patterson,D,2,576,M,1020141,"{'nameTranslation': {'ar': 'باترسون، ناثان', 'hi': 'पैटरसन, नाथन', 'bn': 'প্যাটারসন, নাথান'}, 'shortNameTranslation': {'ar': 'ن. باترسون', 'hi': 'एन. पैटरसन', 'bn': 'এন. প্যাটারসন'}}",False,block,assisted,right-foot,59,3516,816,,22.6,66.3,0,53.3,5.6,,Nathan,Patterson
Ollie Watkins,ollie-watkins,O. Watkins,F,11,19613,M,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'hi': 'ओली वॉटकिंस', 'bn': 'অলি ওয়াটকিন্স'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'hi': 'ओ. वॉटकिंस', 'bn': 'ও. ওয়াটকিন্স'}}",True,miss,assisted,right-foot,56,3355,655,,8.8,65.6,0,58.2,5.6,OllieWatkins,,
James Tarkowski,james-tarkowski,J. Tarkowski,D,6,2332,M,145188,"{'nameTranslation': {'ar': 'جيمس تاركوفسكي', 'hi': 'जेम्स टार्कोव्स्की', 'bn': 'জেমস তারকোভস্কি'}, 'shortNameTranslation': {'ar': 'ج. تاركوفسكي', 'hi': 'जे. टार्कोव्स्की', 'bn': 'জে. তারকোভস্কি'}}",False,miss,corner,left-foot,53,3173,473,,4.4,54.0,0,51.6,80.6,,,
Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,3562,M,827064,"{'nameTranslation': {'ar': 'أرنوت دانجوما', 'hi': 'अरनौत दानजुमा', 'bn': 'আরনাউত দানজুমা'}, 'shortNameTranslation': {'ar': 'أ. دانجوما', 'hi': 'ए. दानजुमा', 'bn': 'এ. দানজুমা'}}",False,block,assisted,right-foot,53,3140,440,,19.0,32.3,0,50.9,19.0,,,
Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,3562,M,827064,"{'nameTranslation': {'ar': 'أرنوت دانجوما', 'hi': 'अरनौत दानजुमा', 'bn': 'আরনাউত দানজুমা'}, 'shortNameTranslation': {'ar': 'أ. دانجوما', 'hi': 'ए. दानजुमा', 'bn': 'এ. দানজুমা'}}",False,block,assisted,right-foot,53,3130,430,,17.2,28.2,0,50.4,19.0,,,
Leon Bailey,leon-bailey,L. Bailey,M,31,7430,M,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",True,goal,throw-in-set-piece,right-foot,51,3039,339,regular,10.7,44.1,0,51.0,8.2,leonbailey,,
Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,3320,M,826204,"{'nameTranslation': {'ar': 'بوبكر كامارا', 'hi': 'बौबाकर कामारा', 'bn': 'বউবকার কামারা'}, 'shortNameTranslation': {'ar': 'ب. كامارا', 'hi': 'बी. कामारा', 'bn': 'বি.কামারা'}}",True,block,assisted,left-foot,50,2982,282,,22.1,63.7,0,49.7,19.0,,,
Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,3562,M,827064,"{'nameTranslation': {'ar': 'أرنوت دانجوما', 'hi': 'अरनौत दानजुमा', 'bn': 'আরনাউত দানজুমা'}, 'shortNameTranslation': {'ar': 'أ. دانجوما', 'hi': 'ए. दानजुमा', 'bn': 'এ. দানজুমা'}}",False,save,assisted,right-foot,45,2739,39,,3.1,66.5,0,47.8,2.5,,,
Moussa Diaby,diaby-moussa,M. Diaby,M,19,7519,M,855817,"{'nameTranslation': {'ar': 'موسى ديابي', 'hi': 'डायबी, मूसा', 'bn': 'ডায়াবি, মুসা'}, 'shortNameTranslation': {'ar': 'م. ديابي', 'hi': 'एम. डायबी', 'bn': 'এম. ডায়াবি'}}",True,save,assisted,right-foot,34,1987,1987,,12.2,53.4,0,46.2,19.0,moussadiaby,,
Moussa Diaby,diaby-moussa,M. Diaby,M,19,7519,M,855817,"{'nameTranslation': {'ar': 'موسى ديابي', 'hi': 'डायबी, मूसा', 'bn': 'ডায়াবি, মুসা'}, 'shortNameTranslation': {'ar': 'م. ديابي', 'hi': 'एम. डायबी', 'bn': 'এম. ডায়াবি'}}",True,save,fast-break,left-foot,27,1613,1613,,15.3,53.4,0,49.3,8.2,moussadiaby,,
Douglas Luiz,douglas-luiz,D. Luiz,M,12,11414,M,867887,"{'nameTranslation': {'ar': 'دوغلاس لويز', 'hi': 'डगलस लुइज़', 'bn': 'ডগলাস লুই'}, 'shortNameTranslation': {'ar': 'د. لويز', 'hi': 'डी. लुइज़', 'bn': 'ডি. লুইজ'}}",True,goal,penalty,right-foot,24,1438,1438,penalty,11.5,50.0,0,45.8,6.3,Douglas_Luiz,,
Leon Bailey,leon-bailey,L. Bailey,M,31,7430,M,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",True,miss,corner,head,22,1307,1307,,8.1,47.8,0,39.2,12.5,leonbailey,,
James Garner,james-garner,J. Garner,M,37,2524,M,927361,"{'nameTranslation': {'ar': 'جيمس غارنر', 'hi': 'जेम्स गार्नर', 'bn': 'জেমস গার্নার'}, 'shortNameTranslation': {'ar': 'ج. غارنر', 'hi': 'जे. गार्नर', 'bn': 'জে. গার্নার'}}",False,miss,regular,head,20,1173,1173,,12.0,58.1,0,67.9,6.9,,,
Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,1300,M,96535,"{'nameTranslation': {'ar': 'عبدالله دوكوري', 'hi': 'अब्दुलाये डौकोरे', 'bn': 'আবদুলায়ে ডকোরে'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'hi': 'ए. डौकोरे', 'bn': 'এ. ডকোরে'}}",False,miss,assisted,left-foot,20,1149,1149,,9.0,54.8,0,69.1,4.2,,,
John McGinn,john-mcginn,J. McGinn,M,7,3796,M,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'hi': 'जॉन मैकगिन', 'bn': 'জন ম্যাকগিন'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'hi': 'जे. मैकगिन', 'bn': 'জে. ম্যাকগিন'}}",True,goal,assisted,right-foot,18,1028,1028,regular,3.7,53.4,0,51.3,18.4,,,
Moussa Diaby,diaby-moussa,M. Diaby,M,19,7519,M,855817,"{'nameTranslation': {'ar': 'موسى ديابي', 'hi': 'डायबी, मूसा', 'bn': 'ডায়াবি, মুসা'}, 'shortNameTranslation': {'ar': 'م. ديابي', 'hi': 'एम. डायबी', 'bn': 'এম. ডায়াবি'}}",True,miss,assisted,left-foot,9,509,509,,18.4,45.2,0,52.9,87.5,moussadiaby,,
Lucas Digne,lucas-digne,L. Digne,D,12,4445,M,96538,"{'nameTranslation': {'ar': 'لوكاس دين', 'hi': 'लुकास डिग्ने', 'bn': 'লুকাস ডিগনে'}, 'shortNameTranslation': {'ar': 'ل. دين', 'hi': 'एल. डिग्ने', 'bn': 'এল. ডিগনে'}}",True,block,assisted,left-foot,1,19,19,,8.9,29.6,0,50.9,19.0,LDigne,,
