minute,value
1.0,2
2.0,43
3.0,32
4.0,21
5.0,19
6.0,48
7.0,31
8.0,35
9.0,26
10.0,25
11.0,15
12.0,34
13.0,28
14.0,49
15.0,39
16.0,45
17.0,48
18.0,33
19.0,18
20.0,6
21.0,-4
22.0,-2
23.0,2
24.0,9
25.0,90
26.0,53
27.0,22
28.0,-26
29.0,-1
30.0,8
31.0,8
32.0,13
33.0,25
34.0,15
35.0,-33
36.0,-100
37.0,-63
38.0,-100
39.0,-55
40.0,-6
41.0,3
42.0,-8
43.0,11
44.0,13
45.0,23
45.5,-17
46.0,8
47.0,30
48.0,24
49.0,64
50.0,72
51.0,47
52.0,32
53.0,39
54.0,20
55.0,-32
56.0,-23
57.0,-6
58.0,44
59.0,21
60.0,-23
61.0,7
62.0,9
63.0,55
64.0,43
65.0,37
66.0,31
67.0,63
68.0,33
69.0,18
70.0,-18
71.0,-6
72.0,-9
73.0,-4
74.0,-16
75.0,-7
76.0,-3
77.0,-1
78.0,14
79.0,14
80.0,10
81.0,26
82.0,17
83.0,-38
84.0,29
85.0,63
86.0,36
87.0,22
88.0,42
89.0,4
90.0,-2
90.5,8
