name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Sander Berge,sander-berge,S. Berge,M,16,2074,M,793167,"{'nameTranslation': {'ar': 'ساندر بيرج', 'hi': 'सैंडर बर्ज', 'bn': 'স্যান্ডার বার্জে'}, 'shortNameTranslation': {'ar': 'س. بيرج', 'hi': 'एस. बर्ज', 'bn': 'এস. বার্জে'}}",True,miss,assisted,head,90,5569,169,,8.2,51.5,0,58.0,66.7,,,
Diogo Jota,diogo-jota,D. Jota,F,,33671,M,606164,"{'nameTranslation': {'ar': 'ديوغو جوتا', 'hi': 'डियोगो जोटा', 'bn': 'ডিওগো জোটা'}, 'shortNameTranslation': {'ar': 'د. جوتا', 'hi': 'डी. जोटा', 'bn': 'ডি. জোটা'}}",False,goal,assisted,left-foot,90,5390,2690,regular,2.9,37.5,0,46.0,1.9,DiogoJ18,,
Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,103743,M,151545,"{'nameTranslation': {'ar': 'فيرجيل فان دايك', 'hi': 'वर्जिल वान डिक', 'bn': 'ভার্জিল ভ্যান ডাইক'}, 'shortNameTranslation': {'ar': 'ف. فان دايك', 'hi': 'वी. वान डिक', 'bn': 'ভি. ভ্যান ডাইক'}}",False,miss,corner,head,89,5323,2623,,7.1,50.5,0,59.7,91.7,VvD,,
Luis Díaz,luis-diaz,L. Díaz,F,14,140854,M,883537,"{'nameTranslation': {'ar': 'لويس دياز', 'hi': 'लुइस डियाज़', 'bn': 'লুইস দিয়াজ'}, 'shortNameTranslation': {'ar': 'ل. دياز', 'hi': 'एल. डियाज़', 'bn': 'এল. দিয়াজ'}}",False,save,assisted,right-foot,88,5235,2535,,6.4,33.5,0,46.6,4.4,LuisDíaz,,
Jacob Bruun Larsen,jacob-bruun-larsen,J. B. Larsen,M,7,713,M,809276,"{'nameTranslation': {'ar': 'جاكوب برون لارسن', 'hi': 'जैकब ब्रून लार्सन', 'bn': 'জ্যাকব ব্রাউন লারসেন'}, 'shortNameTranslation': {'ar': 'ج. ب. لارسن', 'hi': 'जेबी ब्रून', 'bn': 'জে.বি. লারসেন'}}",True,miss,regular,right-foot,87,5205,2505,,26.0,59.3,0,57.3,6.9,,,
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,208066,M,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড'}}",False,miss,assisted,left-foot,86,5140,2440,,26.1,58.2,0,58.2,23.6,TrentAA,,
Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,66101,M,869856,"{'nameTranslation': {'ar': 'دومينيك سوبوسلاي', 'hi': 'डोमिनिक स्ज़ोबोस्ज़लाई', 'bn': 'ডমিনিক সোবোসজলাই'}, 'shortNameTranslation': {'ar': 'د. سوبوسلاي', 'hi': 'डी. स्ज़ोबोस्ज़लाई', 'bn': 'ডি.সোবোসজলাই'}}",False,miss,assisted,right-foot,82,4898,2198,,26.9,58.1,0,44.0,58.3,DomSzobo,,
Wilson Odobert,wilson-odobert,W. Odobert,F,28,4085,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'hi': 'विल्सन ओडोबर्ट', 'bn': 'উইলসন ওডোবার্ট'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'hi': 'डब्लू. ओडोबर्ट', 'bn': 'ডব্লিউ. ওডোবার্ট'}}",True,miss,assisted,right-foot,79,4685,1985,,18.5,31.3,0,40.7,15.3,,,
Jóhann Guðmundsson,johann-gudmundsson,J. Guðmundsson,M,7,389,M,49805,"{'nameTranslation': {'ar': 'يوهان غودموندسون', 'hi': 'जोहान गुडमंडसन', 'bn': 'জন গুডমুন্ডসন'}, 'shortNameTranslation': {'ar': 'ي. غودموندسون', 'hi': 'जे. गुडमंडसन', 'bn': 'জে. গুডমন্ডসন'}}",True,miss,assisted,head,68,4031,1331,,4.2,57.9,0,50.8,62.5,,,
Sander Berge,sander-berge,S. Berge,M,16,2074,M,793167,"{'nameTranslation': {'ar': 'ساندر بيرج', 'hi': 'सैंडर बर्ज', 'bn': 'স্যান্ডার বার্জে'}, 'shortNameTranslation': {'ar': 'س. بيرج', 'hi': 'एस. बर्ज', 'bn': 'এস. বার্জে'}}",True,miss,regular,right-foot,66,3932,1232,,13.1,66.3,0,69.9,11.1,,,
Jordan Beyer,jordan-beyer,J. Beyer,D,5,316,M,927175,"{'nameTranslation': {'ar': 'جوردان باير', 'hi': 'जॉर्डन बेयर', 'bn': 'জর্ডান বেয়ার'}, 'shortNameTranslation': {'ar': 'ج. باير', 'hi': 'जे. बेयर', 'bn': 'জে. বেয়ার'}}",True,block,corner,right-foot,60,3540,840,,5.4,51.0,0,49.4,19.0,,,
Dara O'Shea,dara-oshea,D. O'Shea,D,26,709,M,856719,"{'nameTranslation': {'ar': 'دارا أوشيا', 'hi': ""दारा ओ'शीया"", 'bn': ""দারা ও'শিয়া""}, 'shortNameTranslation': {'ar': 'د. أوشيا', 'hi': ""डी. ओ'शीया"", 'bn': ""ডি. ও'শিয়া""}}",True,miss,corner,head,59,3539,839,,7.3,64.4,0,85.4,5.6,,,
Mohamed Salah,mohamed-salah,M. Salah,M,11,561305,M,159665,"{'nameTranslation': {'ar': 'محمد صلاح', 'hi': 'मोहम्मद सलाह', 'bn': 'মোহাম্মদ সালাহ'}, 'shortNameTranslation': {'ar': 'م. صلاح', 'hi': 'एम. सलाह', 'bn': 'এম. সালাহ'}}",False,save,assisted,left-foot,42,2483,2483,,8.3,65.2,0,52.3,15.8,MoSalah,,
Jarell Quansah,jarell-quansah,J. Quansah,D,4,10706,M,1003339,"{'nameTranslation': {'ar': 'جاريل كوانسا', 'hi': 'जेरेल क्वांसाह', 'bn': 'জারেল কোয়ানসাহ'}, 'shortNameTranslation': {'ar': 'ج. كوانسا', 'hi': 'जे. क्वांसाह', 'bn': 'জে. কোয়ানসাহ'}}",False,miss,corner,head,41,2438,2438,,8.8,49.7,0,66.9,15.3,jarellquansah,,
Joe Gomez,joe-gomez,J. Gomez,D,2,14017,M,318927,"{'nameTranslation': {'ar': 'جو غوميز', 'hi': 'जो गोमेज़', 'bn': 'জো গোমেজ'}, 'shortNameTranslation': {'ar': 'ج. غوميز', 'hi': 'जे. गोमेज़', 'bn': 'জে গোমেজ'}}",False,block,corner,right-foot,41,2409,2409,,23.7,59.1,0,50.4,19.0,joegomez5,,
Wataru Endo,wataru-endo,W. Endo,M,3,19922,M,143040,"{'nameTranslation': {'ar': 'واتارو إندو', 'hi': 'वातारू एंडो', 'bn': 'ওয়ান্ডারিং এন্ডো'}, 'shortNameTranslation': {'ar': 'و. إندو', 'hi': 'डब्लू. एंडो', 'bn': 'ডব্লিউ. এন্ডো'}}",False,save,assisted,left-foot,40,2362,2362,,18.5,47.7,0,54.2,5.1,endowataru,,
Mohamed Salah,mohamed-salah,M. Salah,M,11,561305,M,159665,"{'nameTranslation': {'ar': 'محمد صلاح', 'hi': 'मोहम्मद सलाह', 'bn': 'মোহাম্মদ সালাহ'}, 'shortNameTranslation': {'ar': 'م. صلاح', 'hi': 'एम. सलाह', 'bn': 'এম. সালাহ'}}",False,post,assisted,left-foot,34,1993,1993,,16.0,61.0,0,46.5,39.9,MoSalah,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,18,53434,M,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,save,regular,right-foot,28,1656,1656,,15.0,49.9,0,46.8,10.1,CodyGakpo,,
Darwin Núñez,darwin-nunez,D. Núñez,F,7,74506,M,924871,"{'nameTranslation': {'ar': 'داروين نونيز', 'hi': 'डार्विन नुन्येज़', 'bn': 'ডারউইন নুনেজ'}, 'shortNameTranslation': {'ar': 'د. نونيز', 'hi': 'डी. नुन्येज़', 'bn': 'ডি. নুনেজ'}}",False,block,assisted,right-foot,23,1331,1331,,11.7,68.1,0,52.6,19.0,Darwin,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,18,53434,M,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,save,regular,right-foot,20,1197,1197,,5.4,49.0,0,49.5,6.3,CodyGakpo,,
Harvey Elliott,harvey-elliott,H. Elliott,M,19,21929,M,955245,"{'nameTranslation': {'ar': 'هارفي إليوت', 'hi': 'हार्वे इलियट', 'bn': 'হার্ভে এলিয়ট'}, 'shortNameTranslation': {'ar': 'ه. إليوت', 'hi': 'एच. इलियट', 'bn': 'এইচ. এলিয়ট'}}",False,block,assisted,right-foot,20,1195,1195,,19.4,61.3,0,50.3,19.0,harvelliott,,
