match_id,event_id,date,team_home,team_away,score_home,score_away,map_type,rounds,link
2375428,7441,September 22nd 2024,Eternal Fire,Natus Vincere,2,3,bo5,5,https://www.hltv.org/matches/2375428/eternal-fire-vs-natus-vincere-esl-pro-league-season-20
2375427,7441,September 21st 2024,Natus Vincere,G2,2,1,bo3,3,https://www.hltv.org/matches/2375427/natus-vincere-vs-g2-esl-pro-league-season-20
2375426,7441,September 21st 2024,MIBR,Eternal Fire,0,2,bo3,3,https://www.hltv.org/matches/2375426/mibr-vs-eternal-fire-esl-pro-league-season-20
2375425,7441,September 20th 2024,G2,Liquid,2,1,bo3,3,https://www.hltv.org/matches/2375425/g2-vs-liquid-esl-pro-league-season-20
2375424,7441,September 20th 2024,Natus Vincere,Spirit,2,0,bo3,3,https://www.hltv.org/matches/2375424/natus-vincere-vs-spirit-esl-pro-league-season-20
2375423,7441,September 19th 2024,Vitality,Eternal Fire,1,2,bo3,3,https://www.hltv.org/matches/2375423/vitality-vs-eternal-fire-esl-pro-league-season-20
2375422,7441,September 19th 2024,M80,MIBR,0,2,bo3,3,https://www.hltv.org/matches/2375422/m80-vs-mibr-esl-pro-league-season-20
2375421,7441,September 18th 2024,Liquid,Complexity,2,0,bo3,3,https://www.hltv.org/matches/2375421/liquid-vs-complexity-esl-pro-league-season-20
2375420,7441,September 18th 2024,Imperial,Spirit,0,2,bo3,3,https://www.hltv.org/matches/2375420/imperial-vs-spirit-esl-pro-league-season-20
2375418,7441,September 18th 2024,Eternal Fire,The MongolZ,2,1,bo3,3,https://www.hltv.org/matches/2375418/eternal-fire-vs-the-mongolz-esl-pro-league-season-20
2375419,7441,September 18th 2024,MIBR,HEROIC,2,1,bo3,3,https://www.hltv.org/matches/2375419/mibr-vs-heroic-esl-pro-league-season-20
2375417,7441,September 17th 2024,FaZe,Complexity,0,2,bo3,3,https://www.hltv.org/matches/2375417/faze-vs-complexity-esl-pro-league-season-20
2375416,7441,September 17th 2024,Spirit,FURIA,2,0,bo3,3,https://www.hltv.org/matches/2375416/spirit-vs-furia-esl-pro-league-season-20
2375415,7441,September 17th 2024,BIG,The MongolZ,1,2,bo3,3,https://www.hltv.org/matches/2375415/big-vs-the-mongolz-esl-pro-league-season-20
2375414,7441,September 17th 2024,Virtus.pro,HEROIC,0,2,bo3,3,https://www.hltv.org/matches/2375414/virtuspro-vs-heroic-esl-pro-league-season-20
2375413,7441,September 15th 2024,Liquid,Vitality,1,2,bo3,3,https://www.hltv.org/matches/2375413/liquid-vs-vitality-esl-pro-league-season-20
2375412,7441,September 15th 2024,RED Canids,FURIA,0,2,bo3,3,https://www.hltv.org/matches/2375412/red-canids-vs-furia-esl-pro-league-season-20
2375411,7441,September 15th 2024,MOUZ,Complexity,0,2,bo3,3,https://www.hltv.org/matches/2375411/mouz-vs-complexity-esl-pro-league-season-20
2375408,7441,September 14th 2024,Complexity,Astralis,2,1,bo3,3,https://www.hltv.org/matches/2375408/complexity-vs-astralis-esl-pro-league-season-20
2375409,7441,September 14th 2024,ATOX,FURIA,0,2,bo3,3,https://www.hltv.org/matches/2375409/atox-vs-furia-esl-pro-league-season-20
2375407,7441,September 14th 2024,Falcons,RED Canids,0,2,bo3,3,https://www.hltv.org/matches/2375407/falcons-vs-red-canids-esl-pro-league-season-20
2375406,7441,September 14th 2024,fnatic,MOUZ,0,2,bo3,3,https://www.hltv.org/matches/2375406/fnatic-vs-mouz-esl-pro-league-season-20
2375405,7441,September 14th 2024,FURIA,Virtus.pro,1,2,bo3,3,https://www.hltv.org/matches/2375405/furia-vs-virtuspro-esl-pro-league-season-20
2375403,7441,September 13th 2024,BIG,Complexity,2,1,bo3,3,https://www.hltv.org/matches/2375403/big-vs-complexity-esl-pro-league-season-20
2375402,7441,September 13th 2024,Rooster,Astralis,0,2,bo3,3,https://www.hltv.org/matches/2375402/rooster-vs-astralis-esl-pro-league-season-20
2375400,7441,September 13th 2024,Falcons,Virtus.pro,1,2,bo3,3,https://www.hltv.org/matches/2375400/falcons-vs-virtuspro-esl-pro-league-season-20
2375401,7441,September 13th 2024,FURIA,RED Canids,2,1,bo3,3,https://www.hltv.org/matches/2375401/furia-vs-red-canids-esl-pro-league-season-20
2375399,7441,September 12th 2024,Complexity,MOUZ,2,0,bo3,3,https://www.hltv.org/matches/2375399/complexity-vs-mouz-esl-pro-league-season-20
2375398,7441,September 12th 2024,BIG,fnatic,2,0,bo3,3,https://www.hltv.org/matches/2375398/big-vs-fnatic-esl-pro-league-season-20
2375394,7441,September 12th 2024,Vitality,FURIA,2,0,bo3,3,https://www.hltv.org/matches/2375394/vitality-vs-furia-esl-pro-league-season-20
2375397,7441,September 12th 2024,Liquid,Virtus.pro,2,0,bo3,3,https://www.hltv.org/matches/2375397/liquid-vs-virtuspro-esl-pro-league-season-20
2375396,7441,September 12th 2024,ATOX,Falcons,0,2,bo3,3,https://www.hltv.org/matches/2375396/atox-vs-falcons-esl-pro-league-season-20
2375391,7441,September 11th 2024,fnatic,M80,0,2,bo3,3,https://www.hltv.org/matches/2375391/fnatic-vs-m80-esl-pro-league-season-20
2375392,7441,September 11th 2024,MOUZ,Imperial,0,2,bo3,3,https://www.hltv.org/matches/2375392/mouz-vs-imperial-esl-pro-league-season-20
2375393,7441,September 11th 2024,Astralis,Complexity,0,2,bo3,3,https://www.hltv.org/matches/2375393/astralis-vs-complexity-esl-pro-league-season-20
2375364,7441,September 11th 2024,FURIA,Falcons,2,1,bo3,3,https://www.hltv.org/matches/2375364/furia-vs-falcons-esl-pro-league-season-20
2375365,7441,September 11th 2024,Vitality,ATOX,2,0,bo3,3,https://www.hltv.org/matches/2375365/vitality-vs-atox-esl-pro-league-season-20
2375363,7441,September 10th 2024,RED Canids,Virtus.pro,0,2,bo3,3,https://www.hltv.org/matches/2375363/red-canids-vs-virtuspro-esl-pro-league-season-20
2375361,7441,September 10th 2024,Complexity,M80,0,2,bo3,3,https://www.hltv.org/matches/2375361/complexity-vs-m80-esl-pro-league-season-20
2375362,7441,September 10th 2024,Liquid,ENCE,2,0,bo3,3,https://www.hltv.org/matches/2375362/liquid-vs-ence-esl-pro-league-season-20
2375359,7441,September 10th 2024,MOUZ,Rooster,2,1,bo3,3,https://www.hltv.org/matches/2375359/mouz-vs-rooster-esl-pro-league-season-20
2375358,7441,September 10th 2024,fnatic,Astralis,2,1,bo3,3,https://www.hltv.org/matches/2375358/fnatic-vs-astralis-esl-pro-league-season-20
2375389,7441,September 8th 2024,MIBR,G2,0,2,bo3,3,https://www.hltv.org/matches/2375389/mibr-vs-g2-esl-pro-league-season-20
2375387,7441,September 8th 2024,Sangal,HEROIC,0,2,bo3,3,https://www.hltv.org/matches/2375387/sangal-vs-heroic-esl-pro-league-season-20
