minute,value
1.0,-4
2.0,-17
3.0,-12
4.0,-10
5.0,-8
6.0,-29
7.0,52
8.0,45
9.0,12
10.0,5
11.0,-11
12.0,-14
13.0,-15
14.0,10
15.0,-7
16.0,-18
17.0,-39
18.0,-51
19.0,-41
20.0,-55
21.0,-25
22.0,-19
23.0,-15
24.0,12
25.0,-6
26.0,-7
27.0,-9
28.0,-47
29.0,-49
30.0,-34
31.0,-21
32.0,-25
33.0,-18
34.0,-16
35.0,-19
36.0,-1
37.0,-9
38.0,6
39.0,45
40.0,27
41.0,94
42.0,50
43.0,59
44.0,23
45.0,4
45.5,-11
46.0,-10
47.0,-16
48.0,-43
49.0,-46
50.0,-22
51.0,-36
52.0,-20
53.0,-43
54.0,-20
55.0,-22
56.0,19
57.0,-11
58.0,-16
59.0,-9
60.0,-15
61.0,-40
62.0,-36
63.0,-24
64.0,-32
65.0,-26
66.0,-67
67.0,-43
68.0,-29
69.0,-19
70.0,-11
71.0,-1
72.0,-9
73.0,-4
74.0,-10
75.0,-10
76.0,-3
77.0,12
78.0,6
79.0,3
80.0,37
81.0,6
82.0,-11
83.0,-18
84.0,-46
85.0,-37
86.0,-34
87.0,-27
88.0,68
89.0,24
90.0,8
90.5,38
