minute,value
1.0,6
2.0,36
3.0,27
4.0,43
5.0,48
6.0,35
7.0,79
8.0,42
9.0,-24
10.0,4
11.0,4
12.0,17
13.0,38
14.0,45
15.0,59
16.0,40
17.0,48
18.0,28
19.0,11
20.0,-23
21.0,-4
22.0,-2
23.0,22
24.0,22
25.0,9
26.0,-6
27.0,-5
28.0,-5
29.0,16
30.0,9
31.0,11
32.0,-41
33.0,-12
34.0,10
35.0,8
36.0,24
37.0,25
38.0,23
39.0,-19
40.0,-29
41.0,-13
42.0,-2
43.0,-21
44.0,33
45.0,27
45.5,27
46.0,9
47.0,39
48.0,24
49.0,15
50.0,18
51.0,13
52.0,7
53.0,7
54.0,27
55.0,17
56.0,13
57.0,10
58.0,7
59.0,4
60.0,3
61.0,3
62.0,3
63.0,-7
64.0,7
65.0,9
66.0,12
67.0,93
68.0,100
69.0,65
70.0,43
71.0,19
72.0,12
73.0,9
74.0,10
75.0,11
76.0,100
77.0,74
78.0,50
79.0,36
80.0,28
81.0,25
82.0,26
83.0,73
84.0,45
85.0,28
86.0,49
87.0,63
88.0,35
89.0,23
90.0,77
90.5,40
