minute,value
1.0,2
2.0,4
3.0,4
4.0,5
5.0,20
6.0,16
7.0,45
8.0,28
9.0,9
10.0,49
11.0,30
12.0,16
13.0,11
14.0,47
15.0,28
16.0,49
17.0,41
18.0,46
19.0,30
20.0,36
21.0,67
22.0,67
23.0,40
24.0,24
25.0,14
26.0,11
27.0,23
28.0,7
29.0,23
30.0,6
31.0,-8
32.0,-42
33.0,-30
34.0,-46
35.0,-19
36.0,-3
37.0,8
38.0,9
39.0,79
40.0,69
41.0,45
42.0,34
43.0,24
44.0,5
45.0,-12
45.5,18
46.0,7
47.0,12
48.0,16
49.0,17
50.0,37
51.0,22
52.0,23
53.0,13
54.0,-23
55.0,-15
56.0,-13
57.0,-12
58.0,11
59.0,14
60.0,13
61.0,12
62.0,12
63.0,11
64.0,47
65.0,62
66.0,41
67.0,34
68.0,21
69.0,10
70.0,4
71.0,3
72.0,2
73.0,2
74.0,1
75.0,-1
76.0,1
77.0,6
78.0,4
79.0,3
80.0,-26
81.0,-14
82.0,-9
83.0,-14
84.0,-8
85.0,46
86.0,-36
87.0,-7
88.0,4
89.0,36
90.0,65
90.5,-38
